"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Jacob deGrom","Alex Meyer","Buster Posey","Anthony Rizzo","Ian Kinsler","Justin Turner","Corey Seager","Kyle Schwarber","Yasiel Puig","Andrew Toles"
"2","Corey Kluber","Jacob deGrom","Yasmani Grandal","Eric Thames","Cesar Hernandez","Justin Turner","Corey Seager","Joc Pederson","Josh Reddick","Chris Marrero"
"3","Corey Kluber","Alex Meyer","Yan Gomes","Paul Goldschmidt","Jose Altuve","Kris Bryant","Corey Seager","Bryce Harper","Joc Pederson","Andrew Toles"
"4","Corey Kluber","Drew Pomeranz","Yasmani Grandal","Miguel Cabrera","Jose Altuve","Justin Turner","Jordy Mercer","Kyle Schwarber","AJ Pollock","Yasiel Puig"
"5","Corey Kluber","Alex Meyer","Yasmani Grandal","Freddie Freeman","Rougned Odor","Eduardo Nunez","Corey Seager","Kyle Schwarber","Andrew McCutchen","Juan Lagares"
"6","Justin Verlander","Drew Pomeranz","Yan Gomes","Eric Thames","Jonathan Villar","Kris Bryant","Corey Seager","Kyle Schwarber","Yasiel Puig","Josh Reddick"
"7","Jon Lester","Drew Pomeranz","Yasmani Grandal","Adrian Gonzalez","Rougned Odor","Justin Turner","Corey Seager","Bryce Harper","Nelson Cruz","Andrew Toles"
"8","Corey Kluber","Drew Pomeranz","Buster Posey","Adrian Gonzalez","Josh Harrison","Eduardo Nunez","Corey Seager","Yasiel Puig","Joc Pederson","Guillermo Heredia"
"9","Jon Lester","Jacob deGrom","Yan Gomes","Brandon Belt","Cesar Hernandez","Kris Bryant","Jordy Mercer","Yasiel Puig","Andrew Toles","Chris Marrero"
"10","Corey Kluber","Justin Verlander","James McCann","Paul Goldschmidt","Kolten Wong","Justin Turner","Chris Owings","Yasiel Puig","Josh Reddick","Andrew Toles"
"11","Corey Kluber","Alex Meyer","Buster Posey","Brandon Belt","Josh Harrison","Justin Turner","Jordy Mercer","Mookie Betts","Bryce Harper","Josh Reddick"
"12","Justin Verlander","Alex Meyer","Yasmani Grandal","Matt Carpenter","Jonathan Villar","Justin Turner","Carlos Correa","Bryce Harper","Kyle Schwarber","Joc Pederson"
