"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Corey Kluber","Alex Meyer","Buster Posey","Adrian Gonzalez","Ian Kinsler","Justin Turner","Corey Seager","Kyle Schwarber","Yasiel Puig","Joc Pederson"
"2","Corey Kluber","Jacob deGrom","Yasmani Grandal","Adrian Gonzalez","Ian Kinsler","Justin Turner","Jordy Mercer","Yasiel Puig","Josh Reddick","Andrew Toles"
"3","Jacob deGrom","Drew Pomeranz","Yasmani Grandal","Adrian Gonzalez","Jose Altuve","Justin Turner","Corey Seager","Kyle Schwarber","AJ Pollock","Yasiel Puig"
"4","Justin Verlander","Jacob deGrom","James McCann","Adrian Gonzalez","Kolten Wong","Justin Turner","Corey Seager","Yasiel Puig","Joc Pederson","Josh Reddick"
"5","Corey Kluber","Justin Verlander","Yasmani Grandal","Adrian Gonzalez","Josh Harrison","Justin Turner","Corey Seager","Yasiel Puig","Nomar Mazara","Jaff Decker"
"6","Jon Lester","Alex Meyer","Yasmani Grandal","Adrian Gonzalez","Jonathan Villar","Justin Turner","Corey Seager","Mookie Betts","Bryce Harper","Yasiel Puig"
"7","Jon Lester","Justin Verlander","Yasmani Grandal","Adrian Gonzalez","Kolten Wong","Justin Turner","Chris Owings","AJ Pollock","Yasiel Puig","Andrew Toles"
"8","Corey Kluber","Alex Meyer","Yasmani Grandal","Anthony Rizzo","Ian Kinsler","Kris Bryant","Addison Russell","Kyle Schwarber","Jason Heyward","Andrew Toles"
"9","Corey Kluber","Drew Pomeranz","Yasmani Grandal","Adrian Gonzalez","Chase Utley","Kris Bryant","Carlos Correa","Kyle Schwarber","Yasiel Puig","Andrew Toles"
"10","Jon Lester","Drew Pomeranz","Robinson Chirinos","Adrian Gonzalez","Dee Gordon","Justin Turner","Corey Seager","Hunter Pence","Yasiel Puig","Joc Pederson"
"11","Jacob deGrom","Alex Meyer","Buster Posey","Brandon Belt","Josh Harrison","Eduardo Nunez","Brandon Crawford","Hunter Pence","Josh Reddick","Andrew Toles"
"12","Corey Kluber","Alex Meyer","Buster Posey","Eric Thames","Joe Panik","Eduardo Nunez","Brandon Crawford","Kyle Schwarber","Andrew Toles","Chris Marrero"
"13","Drew Pomeranz","Alex Meyer","Buster Posey","Brandon Belt","Ian Kinsler","Justin Turner","Brandon Crawford","Hunter Pence","Kyle Schwarber","Denard Span"
"14","Corey Kluber","Alex Meyer","Buster Posey","Anthony Rizzo","Jose Altuve","Justin Turner","Carlos Correa","George Springer","Carlos Beltran","Josh Reddick"
"15","Justin Verlander","Jacob deGrom","Yasmani Grandal","Adrian Gonzalez","Chase Utley","Eduardo Nunez","Taylor Motter","Yasiel Puig","Mitch Haniger","Andrew Toles"
"16","Jose Quintana","Tyler Glasnow","Yasmani Grandal","Adrian Gonzalez","Ian Kinsler","Justin Turner","Corey Seager","Mike Trout","Hunter Pence","Yasiel Puig"
"17","Corey Kluber","Alex Meyer","Buster Posey","Mike Napoli","Rougned Odor","Justin Turner","Corey Seager","Shin-Soo Choo","Carlos Gomez","Nomar Mazara"
"18","Jose Quintana","Alex Meyer","Yasmani Grandal","Adrian Gonzalez","Dee Gordon","Justin Turner","Brandon Crawford","Kyle Schwarber","Yasiel Puig","Andrew Toles"
"19","Corey Kluber","Alex Meyer","Buster Posey","Paul Goldschmidt","Ian Kinsler","Jake Lamb","Chris Owings","AJ Pollock","Yasiel Puig","Yasmany Tomas"
"20","Jacob deGrom","Drew Pomeranz","James McCann","Anthony Rizzo","Josh Harrison","Kris Bryant","Addison Russell","Kyle Schwarber","Jason Heyward","Josh Reddick"
"21","Drew Pomeranz","Alex Meyer","Buster Posey","Anthony Rizzo","Joe Panik","Eduardo Nunez","Brandon Crawford","Hunter Pence","Yasiel Puig","Joc Pederson"
"22","Corey Kluber","Drew Pomeranz","Willson Contreras","Anthony Rizzo","Javier Baez","Justin Turner","Addison Russell","Yasiel Puig","Jason Heyward","Andrew Toles"
"23","Jacob deGrom","Drew Pomeranz","Buster Posey","Paul Goldschmidt","Brandon Drury","Jake Lamb","Chris Owings","Kyle Schwarber","Yasmany Tomas","Andrew Toles"
"24","Jacob deGrom","Alex Meyer","Robinson Chirinos","Anthony Rizzo","Jonathan Villar","Kris Bryant","Addison Russell","Kyle Schwarber","Yasiel Puig","Albert Almora"
"25","Corey Kluber","Jacob deGrom","Yasmani Grandal","Eric Thames","Josh Harrison","David Freese","Jordy Mercer","Andrew McCutchen","Gregory Polanco","Andrew Toles"
"26","Corey Kluber","Drew Pomeranz","Yasmani Grandal","Matt Carpenter","Jose Altuve","Alex Bregman","Carlos Correa","Kyle Schwarber","Carlos Beltran","Josh Reddick"
"27","Corey Kluber","Jacob deGrom","Carlos Ruiz","Anthony Rizzo","Robinson Cano","Justin Turner","Corey Seager","Mitch Haniger","Jarrod Dyson","Guillermo Heredia"
"28","Corey Kluber","Alex Meyer","Buster Posey","Mitch Moreland","Dustin Pedroia","Marco Hernandez","Corey Seager","Mookie Betts","Andrew Benintendi","Andrew Toles"
"29","Corey Kluber","Alex Meyer","Buster Posey","Justin Bour","Martin Prado","Justin Turner","Corey Seager","Giancarlo Stanton","Christian Yelich","Marcell Ozuna"
"30","Johnny Cueto","Jose Quintana","Willson Contreras","Adrian Gonzalez","Jose Altuve","Justin Turner","Corey Seager","Bryce Harper","Yasiel Puig","Joc Pederson"
"31","Corey Kluber","Jacob deGrom","Yasmani Grandal","Logan Morrison","Brad Miller","Evan Longoria","Corey Seager","Steven Souza","Kevin Kiermaier","Andrew Toles"
"32","Corey Kluber","Jacob deGrom","James McCann","Anthony Rizzo","Andrew Romine","Justin Turner","Corey Seager","Justin Upton","JaCoby Jones","Mikie Mahtook"
"33","Cole Hamels","Sean Manaea","Yasmani Grandal","Adrian Gonzalez","Dee Gordon","Justin Turner","Corey Seager","Denard Span","Yasiel Puig","Josh Reddick"
"34","Corey Kluber","Jacob deGrom","Yasmani Grandal","Greg Bird","Starlin Castro","Chase Headley","Corey Seager","Yasiel Puig","Jacoby Ellsbury","Aaron Judge"
"35","Corey Kluber","Alex Meyer","Yadier Molina","Matt Carpenter","Jedd Gyorko","Justin Turner","Aledmys Diaz","Kyle Schwarber","Dexter Fowler","Yasiel Puig"
"36","Jon Lester","Jose Quintana","Yasmani Grandal","Adrian Gonzalez","Chase Utley","Nolan Arenado","Jordy Mercer","Bryce Harper","Yasiel Puig","Andrew Toles"
"37","Jon Lester","Alex Meyer","Willson Contreras","Anthony Rizzo","Jose Altuve","Kris Bryant","Addison Russell","Yasiel Puig","Joc Pederson","Jason Heyward"
"38","Jose Quintana","Tyler Glasnow","Buster Posey","Anthony Rizzo","Kolten Wong","Kris Bryant","Addison Russell","Kyle Schwarber","Yasiel Puig","Jason Heyward"
"39","Cole Hamels","Drew Pomeranz","Yasmani Grandal","Adrian Gonzalez","Jonathan Villar","Justin Turner","Aledmys Diaz","Hunter Pence","Yasiel Puig","Andrew Toles"
"40","Corey Kluber","Alex Meyer","Buster Posey","Eric Thames","Jonathan Villar","Travis Shaw","Corey Seager","Ryan Braun","Yasiel Puig","Domingo Santana"
"41","Jacob deGrom","Drew Pomeranz","Yasmani Grandal","Paul Goldschmidt","Jose Altuve","Justin Turner","Carlos Correa","George Springer","Josh Reddick","Norichika Aoki"
"42","Corey Kluber","Drew Pomeranz","Tyler Flowers","Freddie Freeman","Brandon Phillips","Justin Turner","Corey Seager","Kyle Schwarber","Matt Kemp","Nick Markakis"
"43","Jon Lester","Jacob deGrom","James McCann","Eric Thames","Jose Altuve","Alex Bregman","Carlos Correa","Carlos Beltran","Josh Reddick","Andrew Toles"
"44","Jon Lester","Jose Quintana","Yasmani Grandal","Paul Goldschmidt","Jose Altuve","Jake Lamb","Chris Owings","AJ Pollock","Yasmany Tomas","Andrew Toles"
"45","Corey Kluber","Alex Meyer","Francisco Cervelli","Anthony Rizzo","Josh Harrison","David Freese","Corey Seager","Kyle Schwarber","Andrew McCutchen","Gregory Polanco"
"46","Jacob deGrom","Drew Pomeranz","Buster Posey","Adrian Gonzalez","Joe Panik","Eduardo Nunez","Brandon Crawford","Mitch Haniger","Josh Reddick","Chris Marrero"
"47","Jacob deGrom","Drew Pomeranz","Robinson Chirinos","Mike Napoli","Rougned Odor","Kris Bryant","Corey Seager","Shin-Soo Choo","Nomar Mazara","Andrew Toles"
"48","Corey Kluber","Jacob deGrom","Yasmani Grandal","Eric Thames","Robinson Cano","Kyle Seager","Taylor Motter","Nelson Cruz","Mitch Haniger","Andrew Toles"
"49","Johnny Cueto","Tanner Roark","Yasmani Grandal","Adrian Gonzalez","Rougned Odor","Justin Turner","Corey Seager","Christian Yelich","Nelson Cruz","Yasiel Puig"
"50","Corey Kluber","Alex Meyer","Yasmani Grandal","Paul Goldschmidt","Brandon Drury","Jake Lamb","Corey Seager","Kyle Schwarber","Yasmany Tomas","David Peralta"
