P,P,C,1B,2B,3B,SS,OF,OF,OF
Corey Kluber,Alex Meyer,Buster Posey,Anthony Rizzo,Josh Harrison,Justin Turner,Corey Seager,Kyle Schwarber,Yasiel Puig,Andrew Toles
Justin Verlander,Jacob deGrom,Yasmani Grandal,Eric Thames,Dee Gordon,Justin Turner,Jordy Mercer,AJ Pollock,Joc Pederson,Josh Reddick
Jon Lester,Drew Pomeranz,Yasmani Grandal,Paul Goldschmidt,Ian Kinsler,Eduardo Nunez,Chris Owings,Nelson Cruz,Yasmany Tomas,Andrew Toles
Jacob deGrom,Drew Pomeranz,James McCann,Adrian Gonzalez,Kolten Wong,Kris Bryant,Corey Seager,Denard Span,Christian Yelich,Nomar Mazara
Corey Kluber,Jose Quintana,Yasmani Grandal,Matt Carpenter,Jonathan Villar,Kris Bryant,Taylor Motter,Andrew Benintendi,Carlos Gomez,Jaff Decker
Corey Kluber,Jon Lester,James McCann,Miguel Cabrera,Jose Altuve,David Freese,Jordy Mercer,Andrew McCutchen,Corey Dickerson,Guillermo Heredia
Jacob deGrom,Alex Meyer,Francisco Cervelli,Matt Carpenter,Brad Miller,Eduardo Nunez,Francisco Lindor,Mike Trout,Hunter Pence,Andrew McCutchen
Jon Lester,Jose Quintana,Brian McCann,Brandon Belt,Brad Miller,Chase Headley,Corey Seager,Mookie Betts,Jason Heyward,Josh Reddick
Jacob deGrom,Tyler Glasnow,Buster Posey,Miguel Cabrera,Jonathan Villar,Miguel Sano,Chris Owings,Lorenzo Cain,Jason Heyward,Mitch Haniger
Justin Verlander,Drew Pomeranz,Robinson Chirinos,Brandon Belt,Jonathan Villar,David Freese,Brandon Crawford,Hunter Pence,Kyle Schwarber,Matt Joyce
Justin Verlander,Alex Meyer,Salvador Perez,Miguel Cabrera,Rougned Odor,Kris Bryant,Carlos Correa,Mookie Betts,Nelson Cruz,Chris Marrero
Corey Kluber,Drew Pomeranz,Stephen Vogt,Freddie Freeman,Brian Dozier,Miguel Sano,Francisco Lindor,Bryce Harper,Justin Upton,Josh Reddick
Jose Quintana,Tyler Glasnow,Willson Contreras,Adrian Gonzalez,Jose Altuve,Eduardo Nunez,Carlos Correa,Bryce Harper,Kyle Schwarber,Joc Pederson
Corey Kluber,Jacob deGrom,Jeff Mathis,Paul Goldschmidt,Rougned Odor,Chase Headley,Addison Russell,Matt Kemp,Brett Gardner,Matt Joyce
Jon Lester,Alex Meyer,Willson Contreras,Eric Thames,Brian Dozier,Manny Machado,Brandon Crawford,Denard Span,Lorenzo Cain,Carlos Gomez
Jon Lester,Tyler Glasnow,Robinson Chirinos,Matt Carpenter,Rougned Odor,Justin Turner,Aledmys Diaz,Christian Yelich,Justin Upton,Kevin Kiermaier
Jacob deGrom,Jose Quintana,Salvador Perez,Freddie Freeman,Ian Kinsler,Evan Longoria,Brandon Crawford,Yasiel Puig,Jacoby Ellsbury,Corey Dickerson
Corey Kluber,Justin Verlander,Francisco Cervelli,Adrian Gonzalez,Ian Kinsler,Manny Machado,Dansby Swanson,Kevin Kiermaier,Mitch Haniger,Jarrod Dyson
Justin Verlander,Tyler Glasnow,Stephen Vogt,Paul Goldschmidt,Cesar Hernandez,Pablo Sandoval,Corey Seager,Mike Trout,Carlos Gomez,Corey Dickerson
Jose Quintana,Dylan Bundy,Buster Posey,Paul Goldschmidt,Kolten Wong,Manny Machado,Jordy Mercer,Hunter Pence,Giancarlo Stanton,Justin Upton
