"P","P","C","1B","2B","3B","SS","OF","OF","OF"
"Max Scherzer","Carlos Carrasco","Derek Norris","Wil Myers","Yangervis Solarte","Ryan Schimpf","Erick Aybar","David Peralta","Norichika Aoki","Manuel Margot"
"Carlos Carrasco","Charlie Morton","Derek Norris","Anthony Rizzo","Ben Zobrist","Kris Bryant","Addison Russell","Kyle Schwarber","David Peralta","Manuel Margot"
"Jacob deGrom","Robbie Ray","Derek Norris","Eric Thames","Jonathan Villar","Travis Shaw","Hernan Perez","Ryan Braun","David Peralta","Ben Gamel"
"Max Scherzer","Jameson Taillon","Derek Norris","Paul Goldschmidt","Brandon Drury","Alex Bregman","Chris Owings","Yasmany Tomas","David Peralta","Manuel Margot"
"Carlos Carrasco","Jameson Taillon","Derek Norris","Ryan Zimmerman","Daniel Murphy","Anthony Rendon","Trea Turner","Bryce Harper","David Peralta","Manuel Margot"
"Max Scherzer","Robbie Ray","Derek Norris","Eric Hosmer","Whit Merrifield","Mike Moustakas","Andrelton Simmons","Lorenzo Cain","David Peralta","Jorge Bonifacio"
"Jeff Samardzija","Robbie Ray","Derek Norris","Anthony Rizzo","Javier Baez","Kris Bryant","Andrelton Simmons","Kyle Schwarber","David Peralta","Albert Almora"
"Max Scherzer","Charlie Morton","Derek Norris","Mike Napoli","Rougned Odor","Miguel Sano","Elvis Andrus","Carlos Gomez","David Peralta","Delino DeShields"
"Max Scherzer","Jeff Samardzija","Derek Norris","Eric Hosmer","Brad Miller","Evan Longoria","Andrelton Simmons","David Peralta","Kevin Kiermaier","Corey Dickerson"
"Max Scherzer","Robbie Ray","Derek Norris","Matt Holliday","Starlin Castro","Chase Headley","Didi Gregorius","Jacoby Ellsbury","David Peralta","Manuel Margot"
"Max Scherzer","Jameson Taillon","Martin Maldonado","Eric Hosmer","Danny Espinosa","Yunel Escobar","Andrelton Simmons","Ryan Braun","Cameron Maybin","Ben Gamel"
"Max Scherzer","Carlos Carrasco","Derek Norris","Justin Bour","Cory Spangenberg","Derek Dietrich","Adeiny Hechavarria","Giancarlo Stanton","David Peralta","Marcell Ozuna"
"Carlos Carrasco","Jameson Taillon","Stephen Vogt","Hanley Ramirez","Marco Hernandez","Alex Bregman","Xander Bogaerts","Bryce Harper","Mookie Betts","Andrew Benintendi"
"Robbie Ray","Adam Conley","Stephen Vogt","Anthony Rizzo","Ben Zobrist","Kris Bryant","Addison Russell","Ryan Braun","Kyle Schwarber","Ben Gamel"
"Jacob deGrom","Carlos Carrasco","Derek Norris","Jay Bruce","Neil Walker","Jose Reyes","Asdrubal Cabrera","David Peralta","Curtis Granderson","Manuel Margot"
"Max Scherzer","Jameson Taillon","Derek Norris","Albert Pujols","Robinson Cano","Kyle Seager","Taylor Motter","David Peralta","Ben Gamel","Guillermo Heredia"
"Max Scherzer","Blake Snell","Derek Norris","Hanley Ramirez","Marco Hernandez","Yunel Escobar","Xander Bogaerts","Mookie Betts","David Peralta","Andrew Benintendi"
"Max Scherzer","Robbie Ray","Stephen Vogt","Ryon Healy","Adam Rosales","Trevor Plouffe","Xander Bogaerts","Bryce Harper","Giancarlo Stanton","Jaff Decker"
"Max Scherzer","Robbie Ray","Derek Norris","Joe Mauer","Brian Dozier","Miguel Sano","Andrelton Simmons","David Peralta","Max Kepler","Byron Buxton"
"Max Scherzer","Jameson Taillon","Jett Bandy","Eric Thames","Jose Ramirez","Travis Shaw","Hernan Perez","Ryan Braun","Ben Gamel","Jabari Blash"
"Max Scherzer","Jameson Taillon","Derek Norris","Paul Goldschmidt","Jonathan Schoop","Manny Machado","JJ Hardy","Adam Jones","David Peralta","Joey Rickard"
"Carlos Carrasco","Ian Kennedy","Martin Maldonado","Hanley Ramirez","Danny Espinosa","Yunel Escobar","Xander Bogaerts","Bryce Harper","Cameron Maybin","Kole Calhoun"
"Jacob deGrom","Jeff Samardzija","Salvador Perez","Eric Hosmer","Whit Merrifield","Mike Moustakas","Andrelton Simmons","Ryan Braun","Lorenzo Cain","Ben Gamel"
"Jameson Taillon","Blake Snell","Stephen Vogt","Anthony Rizzo","Javier Baez","Kris Bryant","Xander Bogaerts","Bryce Harper","Kyle Schwarber","Albert Almora"
"Max Scherzer","Carlos Carrasco","Derek Norris","Logan Morrison","Jose Ramirez","Adonis Garcia","Tim Beckham","David Peralta","Steven Souza","Shane Peterson"
"Jeff Samardzija","Jameson Taillon","Willson Contreras","Anthony Rizzo","Ben Zobrist","Alex Bregman","Addison Russell","Ryan Braun","Jason Heyward","Ben Gamel"
"Carlos Carrasco","Robbie Ray","Derek Norris","Hanley Ramirez","Brad Miller","Evan Longoria","Xander Bogaerts","Bryce Harper","Kevin Kiermaier","Corey Dickerson"
"Marcus Stroman","Jameson Taillon","Mike Zunino","Anthony Rizzo","Ben Zobrist","Kris Bryant","Addison Russell","Kyle Schwarber","Justin Upton","Jabari Blash"
"Robbie Ray","Jameson Taillon","Mike Zunino","Ryan Zimmerman","Daniel Murphy","Kris Bryant","Trea Turner","Bryce Harper","Adam Eaton","Jabari Blash"
"Jacob deGrom","Carlos Carrasco","Derek Norris","Greg Bird","Starlin Castro","Alex Bregman","Didi Gregorius","Aaron Judge","Jacoby Ellsbury","David Peralta"
