"Position","Name","Salary","GameInfo","AvgPointsPerGame","Team","Opponent","Projection","Projection_dfn","Actual_fpts","RankTargets","RollingTargetPctg","FreqInd","TierRank","ValueWR"
"RB","Kerwynn Williams",3800,"ARI@DET 01:00PM ET",2.93,"ARI","DET",0.91,2.93,0,0,0,0,0,0
"WR","Will Fuller V",3800,"JAX@HOU 01:00PM ET",9.156,"HOU","JAX",0,9.156,0,0,0,0,0,1
"WR","Marqise Lee",3800,"JAX@HOU 01:00PM ET",11.588,"JAX","HOU",10.9,11.588,0,0,0,0,0,1
"RB","Damien Williams",3800,"TB@MIA 01:00PM ET",6.45,"MIA","TB",3.45,6.45,0,0,0,0,0,0
"WR","Kenny Stills",3800,"TB@MIA 01:00PM ET",10.871,"MIA","TB",11.92,10.871,0,0,0,0,0,1
"RB","Wendell Smallwood",3800,"PHI@WAS 01:00PM ET",4.131,"PHI","WAS",4.7,4.131,0,0,0,0,0,0
"WR","Nelson Agholor",3800,"PHI@WAS 01:00PM ET",5.86,"PHI","WAS",8.41,5.86,0,0,0,0,0,1
"WR","Tavon Austin",3800,"IND@LAR 04:05PM ET",9.853,"LAR","IND",6.89,9.853,0,0,0,0,0,1
"WR","Jeremy Kerley",3800,"CAR@SF 04:25PM ET",9.419,"SF","CAR",9.52,9.419,0,0,0,0,0,1
"WR","Terrance Williams",3800,"NYG@DAL 08:30PM ET",8.071,"DAL","NYG",8.16,8.071,0,0,0,0,0,1
"RB","Shane Vereen",3800,"NYG@DAL 08:30PM ET",8.04,"NYG","DAL",7.92,8.04,0,0,0,0,0,0
"WR","ArDarius Stewart",3700,"NYJ@BUF 01:00PM ET",0,"NYJ","BUF",9.62,0,0,0,0,0,0,1
"WR","Brandon LaFell",3700,"BAL@CIN 01:00PM ET",11.813,"CIN","BAL",10.44,11.813,0,0,0,0,0,1
"WR","JJ Nelson",3700,"ARI@DET 01:00PM ET",9.54,"ARI","DET",8.68,9.54,0,0,0,0,0,1
"RB","Jeremy McNichols",3700,"TB@MIA 01:00PM ET",0,"TB","MIA",0,0,0,0,0,0,0,0
"WR","Torrey Smith",3700,"PHI@WAS 01:00PM ET",5.392,"PHI","WAS",9.67,5.392,0,0,0,0,0,1
"RB","Chris Thompson",3700,"PHI@WAS 01:00PM ET",9.281,"WAS","PHI",8.69,9.281,0,0,0,0,0,0
"TE","Jack Doyle",3700,"IND@LAR 04:05PM ET",9.15,"IND","LAR",9.49,9.15,0,0,0,0,0,0
"WR","Cooper Kupp",3700,"IND@LAR 04:05PM ET",0,"LAR","IND",11.13,0,0,0,0,0,0,1
"RB","Aaron Jones",3700,"SEA@GB 04:25PM ET",0,"GB","SEA",0,0,0,0,0,0,0,0
"WR","Paul Richardson",3700,"SEA@GB 04:25PM ET",4.847,"SEA","GB",8.96,4.847,0,0,0,0,0,1
"RB","Fozzy Whittaker",3700,"CAR@SF 04:25PM ET",4.756,"CAR","SF",0.63,4.756,0,0,0,0,0,0
"RB","Benny Cunningham",3600,"ATL@CHI 01:00PM ET",2.933,"CHI","ATL",0,2.933,0,0,0,0,0,0
"WR","Tyler Boyd",3600,"BAL@CIN 01:00PM ET",7.819,"CIN","BAL",7.02,7.819,0,0,0,0,0,1
"WR","JuJu Smith-Schuster",3600,"PIT@CLE 01:00PM ET",0,"PIT","CLE",0,0,0,0,0,0,0,1
"WR","Kenny Golladay",3600,"ARI@DET 01:00PM ET",0,"DET","ARI",10.99,0,0,0,0,0,0,1
"TE","Eric Ebron",3600,"ARI@DET 01:00PM ET",10.607,"DET","ARI",8.62,10.607,0,0,0,0,0,0
"RB","Chris Ivory",3600,"JAX@HOU 01:00PM ET",9.136,"JAX","HOU",3.98,9.136,0,0,0,0,0,0
"WR","Adam Humphries",3600,"TB@MIA 01:00PM ET",9.067,"TB","MIA",8.36,9.067,0,0,0,0,0,1
"WR","Taywan Taylor",3600,"OAK@TEN 01:00PM ET",0,"TEN","OAK",2.73,0,0,0,0,0,0,1
"WR","Jeff Janis",3600,"SEA@GB 04:25PM ET",1.9,"GB","SEA",1.55,1.9,0,0,0,0,0,1
"WR","Curtis Samuel",3600,"CAR@SF 04:25PM ET",0,"CAR","SF",3.29,0,0,0,0,0,0,1
"WR","Zay Jones",3500,"NYJ@BUF 01:00PM ET",0,"BUF","NYJ",10.96,0,0,0,0,0,0,1
"WR","Anquan Boldin",3500,"NYJ@BUF 01:00PM ET",10.459,"BUF","NYJ",0,10.459,0,0,0,0,0,1
"RB","Elijah McGuire",3500,"NYJ@BUF 01:00PM ET",0,"NYJ","BUF",0.35,0,0,0,0,0,0,0
"WR","Charone Peake",3500,"NYJ@BUF 01:00PM ET",2.907,"NYJ","BUF",7.6,2.907,0,0,0,0,0,1
"WR","Markus Wheaton",3500,"ATL@CHI 01:00PM ET",4.275,"CHI","ATL",0,4.275,0,0,0,0,0,1
"WR","Breshad Perriman",3500,"BAL@CIN 01:00PM ET",6.319,"BAL","CIN",7.99,6.319,0,0,0,0,0,1
"WR","Jaelen Strong",3500,"JAX@HOU 01:00PM ET",3.388,"HOU","JAX",0,3.388,0,0,0,0,0,1
"WR","Allen Hurns",3500,"JAX@HOU 01:00PM ET",9.155,"JAX","HOU",5.64,9.155,0,0,0,0,0,1
"RB","Donnel Pumphrey",3500,"PHI@WAS 01:00PM ET",0,"PHI","WAS",0,0,0,0,0,0,0,0
"TE","Zach Ertz",3500,"PHI@WAS 01:00PM ET",13.543,"PHI","WAS",9.81,13.543,0,0,0,0,0,0
"WR","Josh Doctson",3500,"PHI@WAS 01:00PM ET",4.3,"WAS","PHI",9.37,4.3,0,0,0,0,0,1
"WR","Kamar Aiken",3500,"IND@LAR 04:05PM ET",4.238,"IND","LAR",1.66,4.238,0,0,0,0,0,1
"RB","Devante Mays",3500,"SEA@GB 04:25PM ET",0,"GB","SEA",0,0,0,0,0,0,0,0
"RB","Wayne Gallman",3500,"NYG@DAL 08:30PM ET",0,"NYG","DAL",0,0,0,0,0,0,0,0
"RB","Andre Ellington",3400,"ARI@DET 01:00PM ET",1.881,"ARI","DET",0,1.881,0,0,0,0,0,0
"WR","Ryan Grant",3400,"PHI@WAS 01:00PM ET",1.038,"WAS","PHI",0,1.038,0,0,0,0,0,1
"RB","Marlon Mack",3400,"IND@LAR 04:05PM ET",0,"IND","LAR",1.05,0,0,0,0,0,0,0
"WR","Jermaine Kearse",3400,"SEA@GB 04:25PM ET",5.733,"SEA","GB",2.88,5.733,0,0,0,0,0,1
"WR","Victor Cruz",3300,"ATL@CHI 01:00PM ET",6.788,"CHI","ATL",0,6.788,0,0,0,0,0,1
"WR","John Ross",3300,"BAL@CIN 01:00PM ET",0,"CIN","BAL",3.75,0,0,0,0,0,0,1
"RB","Dwayne Washington",3300,"ARI@DET 01:00PM ET",3.746,"DET","ARI",0,3.746,0,0,0,0,0,0
"WR","Jaron Brown",3300,"ARI@DET 01:00PM ET",5.1,"ARI","DET",6.75,5.1,0,0,0,0,0,1
"WR","Seth Roberts",3300,"OAK@TEN 01:00PM ET",6.635,"OAK","TEN",7.62,6.635,0,0,0,0,0,1
"TE","Jared Cook",3300,"OAK@TEN 01:00PM ET",10.123,"OAK","TEN",6.93,10.123,0,0,0,0,0,0
"WR","Phillip Dorsett",3300,"IND@LAR 04:05PM ET",6.587,"IND","LAR",1.72,6.587,0,0,0,0,0,1
"WR","Aldrick Robinson",3300,"CAR@SF 04:25PM ET",3.739,"SF","CAR",3.6,3.739,0,0,0,0,0,1
"WR","Russell Shepard",3300,"CAR@SF 04:25PM ET",5,"CAR","SF",7.15,5,0,0,0,0,0,1
"WR","Roger Lewis",3300,"NYG@DAL 08:30PM ET",2.05,"NYG","DAL",2.18,2.05,0,0,0,0,0,1
"TE","Charles Clay",3200,"NYJ@BUF 01:00PM ET",9.08,"BUF","NYJ",5.42,9.08,0,0,0,0,0,0
"WR","Kendall Wright",3200,"ATL@CHI 01:00PM ET",8.464,"CHI","ATL",10.23,8.464,0,0,0,0,0,1
"RB","Ryan Mathews",3200,"PHI@WAS 01:00PM ET",11.738,"PHI","WAS",0,11.738,0,0,0,0,0,0
"WR","Marquise Goodwin",3200,"CAR@SF 04:25PM ET",6.207,"SF","CAR",11.19,6.207,0,0,0,0,0,1
"WR","Tavarres King",3200,"NYG@DAL 08:30PM ET",2.913,"NYG","DAL",0,2.913,0,0,0,0,0,1
"TE","CJ Fiedorowicz",3100,"JAX@HOU 01:00PM ET",8.941,"HOU","JAX",6.58,8.941,0,0,0,0,0,0
"TE","Cameron Brate",3100,"TB@MIA 01:00PM ET",11.4,"TB","MIA",7.45,11.4,0,0,0,0,0,0
"WR","Tajae Sharpe",3100,"OAK@TEN 01:00PM ET",6.581,"TEN","OAK",0,6.581,0,0,0,0,0,1
"RB","Elijah Hood",3100,"OAK@TEN 01:00PM ET",0,"OAK","TEN",0,0,0,0,0,0,0,0
"WR","Brian Quick",3100,"PHI@WAS 01:00PM ET",7.213,"WAS","PHI",1.21,7.213,0,0,0,0,0,1
"WR","Pharoh Cooper",3100,"IND@LAR 04:05PM ET",2.36,"LAR","IND",1.17,2.36,0,0,0,0,0,1
"RB","Orleans Darkwa",3100,"NYG@DAL 08:30PM ET",2.63,"NYG","DAL",2.79,2.63,0,0,0,0,0,0
"RB","Mike Tolbert",3000,"NYJ@BUF 01:00PM ET",2.163,"BUF","NYJ",0,2.163,0,0,0,0,0,0
"RB","Joe Banyard",3000,"NYJ@BUF 01:00PM ET",0.7,"BUF","NYJ",0,0.7,0,0,0,0,0,0
"RB","Patrick DiMarco",3000,"NYJ@BUF 01:00PM ET",1.239,"BUF","NYJ",0,1.239,0,0,0,0,0,0
"RB","Taiwan Jones",3000,"NYJ@BUF 01:00PM ET",0.536,"BUF","NYJ",0,0.536,0,0,0,0,0,0
"RB","Cedric O'Neal",3000,"NYJ@BUF 01:00PM ET",0,"BUF","NYJ",0,0,0,0,0,0,0,0
"RB","Jordan Johnson",3000,"NYJ@BUF 01:00PM ET",0,"BUF","NYJ",0,0,0,0,0,0,0,0
"WR","Daikiel Shorts",3000,"NYJ@BUF 01:00PM ET",0,"BUF","NYJ",0,0,0,0,0,0,0,1
"WR","Andre Holmes",3000,"NYJ@BUF 01:00PM ET",3.506,"BUF","NYJ",8.14,3.506,0,0,0,0,0,1
"WR","Corey Brown",3000,"NYJ@BUF 01:00PM ET",3.763,"BUF","NYJ",0,3.763,0,0,0,0,0,1
"WR","Walt Powell",3000,"NYJ@BUF 01:00PM ET",3.133,"BUF","NYJ",0,3.133,0,0,0,0,0,1
"WR","Rod Streater",3000,"NYJ@BUF 01:00PM ET",3.069,"BUF","NYJ",4.17,3.069,0,0,0,0,0,1
"WR","Brandon Reilly",3000,"NYJ@BUF 01:00PM ET",0,"BUF","NYJ",0,0,0,0,0,0,0,1
"WR","Jeremy Butler",3000,"NYJ@BUF 01:00PM ET",0.775,"BUF","NYJ",0,0.775,0,0,0,0,0,1
"WR","Rashad Ross",3000,"NYJ@BUF 01:00PM ET",0.36,"BUF","NYJ",0,0.36,0,0,0,0,0,1
"WR","Dezmin Lewis",3000,"NYJ@BUF 01:00PM ET",0,"BUF","NYJ",0,0,0,0,0,0,0,1
"WR","Brandon Tate",3000,"NYJ@BUF 01:00PM ET",1.633,"BUF","NYJ",0,1.633,0,0,0,0,0,1
"RB","Julian Howsare",3000,"NYJ@BUF 01:00PM ET",0,"NYJ","BUF",0,0,0,0,0,0,0,0
"RB","Anthony Firkser",3000,"NYJ@BUF 01:00PM ET",0,"NYJ","BUF",0,0,0,0,0,0,0,0
"RB","Marcus Murphy",3000,"NYJ@BUF 01:00PM ET",0.433,"NYJ","BUF",0,0.433,0,0,0,0,0,0
"RB","Jordan Todman",3000,"NYJ@BUF 01:00PM ET",0.744,"NYJ","BUF",0,0.744,0,0,0,0,0,0
"RB","Algernon Brown",3000,"NYJ@BUF 01:00PM ET",0,"NYJ","BUF",0,0,0,0,0,0,0,0
"RB","Romar Morris",3000,"NYJ@BUF 01:00PM ET",0,"NYJ","BUF",0,0,0,0,0,0,0,0
"WR","Deshon Foxx",3000,"NYJ@BUF 01:00PM ET",0,"NYJ","BUF",0,0,0,0,0,0,0,1
"WR","Chris Harper",3000,"NYJ@BUF 01:00PM ET",2.922,"NYJ","BUF",0,2.922,0,0,0,0,0,1
"WR","Gabe Marks",3000,"NYJ@BUF 01:00PM ET",0,"NYJ","BUF",0,0,0,0,0,0,0,1
"WR","Myles White",3000,"NYJ@BUF 01:00PM ET",0,"NYJ","BUF",0,0,0,0,0,0,0,1
"WR","Frankie Hammond",3000,"NYJ@BUF 01:00PM ET",0,"NYJ","BUF",0,0,0,0,0,0,0,1
"WR","Quincy Enunwa",3000,"NYJ@BUF 01:00PM ET",10.744,"NYJ","BUF",0,10.744,0,0,0,0,0,1
"WR","Chad Hansen",3000,"NYJ@BUF 01:00PM ET",0,"NYJ","BUF",2.9,0,0,0,0,0,0,1
"WR","Marquess Wilson",3000,"NYJ@BUF 01:00PM ET",11.333,"NYJ","BUF",0,11.333,0,0,0,0,0,1
"WR","Jalin Marshall",3000,"NYJ@BUF 01:00PM ET",4.02,"NYJ","BUF",0,4.02,0,0,0,0,0,1
"WR","Lucky Whitehead",3000,"NYJ@BUF 01:00PM ET",0.938,"NYJ","BUF",0,0.938,0,0,0,0,0,1
"RB","Kelvin Taylor",3000,"ATL@CHI 01:00PM ET",0,"ATL","CHI",0,0,0,0,0,0,0,0
"RB","Derrick Coleman",3000,"ATL@CHI 01:00PM ET",0,"ATL","CHI",0,0,0,0,0,0,0,0
"RB","Terron Ward",3000,"ATL@CHI 01:00PM ET",3.44,"ATL","CHI",0.98,3.44,0,0,0,0,0,0
"RB","Brian Hill",3000,"ATL@CHI 01:00PM ET",0,"ATL","CHI",0,0,0,0,0,0,0,0
"RB","Tyler Renew",3000,"ATL@CHI 01:00PM ET",0,"ATL","CHI",0,0,0,0,0,0,0,0
"WR","Marvin Hall",3000,"ATL@CHI 01:00PM ET",0,"ATL","CHI",0,0,0,0,0,0,0,1
"WR","Nick Williams",3000,"ATL@CHI 01:00PM ET",5.45,"ATL","CHI",0,5.45,0,0,0,0,0,1
"WR","Justin Hardy",3000,"ATL@CHI 01:00PM ET",3.839,"ATL","CHI",1.08,3.839,0,0,0,0,0,1
"WR","BJ Daniels",3000,"ATL@CHI 01:00PM ET",0,"ATL","CHI",0,0,0,0,0,0,0,1
"WR","Andre Roberts",3000,"ATL@CHI 01:00PM ET",2.929,"ATL","CHI",0,2.929,0,0,0,0,0,1
"WR","Bra'Lon Cherry",3000,"ATL@CHI 01:00PM ET",0,"ATL","CHI",0,0,0,0,0,0,0,1
"WR","Reggie Davis",3000,"ATL@CHI 01:00PM ET",0,"ATL","CHI",0,0,0,0,0,0,0,1
"WR","Josh Magee",3000,"ATL@CHI 01:00PM ET",0,"ATL","CHI",0,0,0,0,0,0,0,1
"WR","Deante Burton",3000,"ATL@CHI 01:00PM ET",0,"ATL","CHI",0,0,0,0,0,0,0,1
"WR","Reginald Davis III",3000,"ATL@CHI 01:00PM ET",0,"ATL","CHI",0,0,0,0,0,0,0,1
"WR","Anthony Dable",3000,"ATL@CHI 01:00PM ET",0,"ATL","CHI",0,0,0,0,0,0,0,1
"TE","Austin Hooper",3000,"ATL@CHI 01:00PM ET",4.4,"ATL","CHI",7.29,4.4,0,0,0,0,0,0
"RB","Ka'Deem Carey",3000,"ATL@CHI 01:00PM ET",1.777,"CHI","ATL",0,1.777,0,0,0,0,0,0
"RB","Michael Burton",3000,"ATL@CHI 01:00PM ET",0,"CHI","ATL",0,0,0,0,0,0,0,0
"RB","Josh Rounds",3000,"ATL@CHI 01:00PM ET",0,"CHI","ATL",0,0,0,0,0,0,0,0
"RB","Tarik Cohen",3000,"ATL@CHI 01:00PM ET",0,"CHI","ATL",3.32,0,0,0,0,0,0,0
"RB","Freddie Stevenson",3000,"ATL@CHI 01:00PM ET",0,"CHI","ATL",0,0,0,0,0,0,0,0
"WR","Tanner Gentry",3000,"ATL@CHI 01:00PM ET",0,"CHI","ATL",0,0,0,0,0,0,0,1
"WR","Josh Bellamy",3000,"ATL@CHI 01:00PM ET",3.556,"CHI","ATL",0,3.556,0,0,0,0,0,1
"WR","Titus Davis",3000,"ATL@CHI 01:00PM ET",0,"CHI","ATL",0,0,0,0,0,0,0,1
"WR","Deonte Thompson",3000,"ATL@CHI 01:00PM ET",3.806,"CHI","ATL",0,3.806,0,0,0,0,0,1
"WR","Rueben Randle",3000,"ATL@CHI 01:00PM ET",0,"CHI","ATL",0,0,0,0,0,0,0,1
"WR","Alton Howard",3000,"ATL@CHI 01:00PM ET",0,"CHI","ATL",0,0,0,0,0,0,0,1
"WR","Daniel Braverman",3000,"ATL@CHI 01:00PM ET",0,"CHI","ATL",0,0,0,0,0,0,0,1
"RB","Tra Carson",3000,"BAL@CIN 01:00PM ET",0,"CIN","BAL",0,0,0,0,0,0,0,0
"RB","Darrin Laufasa",3000,"BAL@CIN 01:00PM ET",0,"CIN","BAL",0,0,0,0,0,0,0,0
"RB","Jarveon Williams",3000,"BAL@CIN 01:00PM ET",0,"CIN","BAL",0,0,0,0,0,0,0,0
"RB","Stanley Williams",3000,"BAL@CIN 01:00PM ET",0,"CIN","BAL",0,0,0,0,0,0,0,0
"RB","Cedric Peerman",3000,"BAL@CIN 01:00PM ET",0.25,"CIN","BAL",0,0.25,0,0,0,0,0,0
"WR","Jake Kumerow",3000,"BAL@CIN 01:00PM ET",0,"CIN","BAL",0,0,0,0,0,0,0,1
"WR","Josh Malone",3000,"BAL@CIN 01:00PM ET",0,"CIN","BAL",0,0,0,0,0,0,0,1
"WR","Levonte Whitfield",3000,"BAL@CIN 01:00PM ET",0,"CIN","BAL",0,0,0,0,0,0,0,1
"WR","Alonzo Russell",3000,"BAL@CIN 01:00PM ET",0,"CIN","BAL",0,0,0,0,0,0,0,1
"WR","Chris Brown",3000,"BAL@CIN 01:00PM ET",0,"CIN","BAL",0,0,0,0,0,0,0,1
"WR","Karel Hamilton",3000,"BAL@CIN 01:00PM ET",0,"CIN","BAL",0,0,0,0,0,0,0,1
"WR","Cody Core",3000,"BAL@CIN 01:00PM ET",4.625,"CIN","BAL",0,4.625,0,0,0,0,0,1
"WR","Alex Erickson",3000,"BAL@CIN 01:00PM ET",0.819,"CIN","BAL",0,0.819,0,0,0,0,0,1
"RB","Bobby Rainey",3000,"BAL@CIN 01:00PM ET",2.65,"BAL","CIN",0,2.65,0,0,0,0,0,0
"RB","Javorius Allen",3000,"BAL@CIN 01:00PM ET",0.988,"BAL","CIN",4.43,0.988,0,0,0,0,0,0
"RB","Kenneth Dixon",3000,"BAL@CIN 01:00PM ET",8.533,"BAL","CIN",0,8.533,0,0,0,0,0,0
"RB","Ricky Ortiz",3000,"BAL@CIN 01:00PM ET",0,"BAL","CIN",0,0,0,0,0,0,0,0
"RB","Taquan Mizzell",3000,"BAL@CIN 01:00PM ET",0,"BAL","CIN",0,0,0,0,0,0,0,0
"RB","Lorenzo Taliaferro",3000,"BAL@CIN 01:00PM ET",1.333,"BAL","CIN",0,1.333,0,0,0,0,0,0
"WR","Chris Moore",3000,"BAL@CIN 01:00PM ET",0.9,"BAL","CIN",0.93,0.9,0,0,0,0,0,1
"WR","Vince Mayle",3000,"BAL@CIN 01:00PM ET",0,"BAL","CIN",0,0,0,0,0,0,0,1
"WR","Quincy Adeboyejo",3000,"BAL@CIN 01:00PM ET",0,"BAL","CIN",0,0,0,0,0,0,0,1
"WR","Tim White",3000,"BAL@CIN 01:00PM ET",0,"BAL","CIN",0,0,0,0,0,0,0,1
"WR","Chris Matthews",3000,"BAL@CIN 01:00PM ET",0,"BAL","CIN",0,0,0,0,0,0,0,1
"WR","Kenny Bell",3000,"BAL@CIN 01:00PM ET",0,"BAL","CIN",0,0,0,0,0,0,0,1
"WR","Michael Campanaro",3000,"BAL@CIN 01:00PM ET",2.4,"BAL","CIN",3.5,2.4,0,0,0,0,0,1
"WR","Griff Whalen",3000,"BAL@CIN 01:00PM ET",0.525,"BAL","CIN",0,0.525,0,0,0,0,0,1
"WR","Keenan Reynolds",3000,"BAL@CIN 01:00PM ET",0,"BAL","CIN",0,0,0,0,0,0,0,1
"WR","CJ Board",3000,"BAL@CIN 01:00PM ET",0,"BAL","CIN",0,0,0,0,0,0,0,1
"RB","Matthew Dayes",3000,"PIT@CLE 01:00PM ET",0,"CLE","PIT",0.22,0,0,0,0,0,0,0
"RB","Danny Vitale",3000,"PIT@CLE 01:00PM ET",0.744,"CLE","PIT",0,0.744,0,0,0,0,0,0
"RB","Brandon Wilds",3000,"PIT@CLE 01:00PM ET",1.675,"CLE","PIT",0,1.675,0,0,0,0,0,0
"RB","Terrence Magee",3000,"PIT@CLE 01:00PM ET",0.6,"CLE","PIT",0,0.6,0,0,0,0,0,0
"WR","Rannell Hall",3000,"PIT@CLE 01:00PM ET",0,"CLE","PIT",0,0,0,0,0,0,0,1
"WR","Jordan Payton",3000,"PIT@CLE 01:00PM ET",0.325,"CLE","PIT",0,0.325,0,0,0,0,0,1
"WR","Richard Mullaney",3000,"PIT@CLE 01:00PM ET",0,"CLE","PIT",0,0,0,0,0,0,0,1
"WR","Rashard Higgins",3000,"PIT@CLE 01:00PM ET",0.856,"CLE","PIT",3.88,0.856,0,0,0,0,0,1
"WR","Mario Alford",3000,"PIT@CLE 01:00PM ET",0,"CLE","PIT",0,0,0,0,0,0,0,1
"WR","Ricardo Louis",3000,"PIT@CLE 01:00PM ET",2.406,"CLE","PIT",6.94,2.406,0,0,0,0,0,1
"WR","Rasheed Bailey",3000,"PIT@CLE 01:00PM ET",0,"CLE","PIT",0,0,0,0,0,0,0,1
"WR","Jordan Leslie",3000,"PIT@CLE 01:00PM ET",0,"CLE","PIT",0,0,0,0,0,0,0,1
"WR","Josh Boyce",3000,"PIT@CLE 01:00PM ET",0,"CLE","PIT",0,0,0,0,0,0,0,1
"RB","Terrell Watson",3000,"PIT@CLE 01:00PM ET",10.3,"PIT","CLE",0,10.3,0,0,0,0,0,0
"RB","Trey Williams",3000,"PIT@CLE 01:00PM ET",0,"PIT","CLE",0,0,0,0,0,0,0,0
"RB","Brandon Brown-Dukes",3000,"PIT@CLE 01:00PM ET",0,"PIT","CLE",0,0,0,0,0,0,0,0
"RB","DeAngelo Williams",3000,"PIT@CLE 01:00PM ET",9.754,"PIT","CLE",0,9.754,0,0,0,0,0,0
"RB","Roosevelt Nix",3000,"PIT@CLE 01:00PM ET",0.192,"PIT","CLE",0,0.192,0,0,0,0,0,0
"RB","Knile Davis",3000,"PIT@CLE 01:00PM ET",0.936,"PIT","CLE",0,0.936,0,0,0,0,0,0
"WR","Darrius Heyward-Bey",3000,"PIT@CLE 01:00PM ET",3.1,"PIT","CLE",0,3.1,0,0,0,0,0,1
"WR","Marcus Tucker",3000,"PIT@CLE 01:00PM ET",0,"PIT","CLE",0,0,0,0,0,0,0,1
"WR","Demarcus Ayers",3000,"PIT@CLE 01:00PM ET",5.45,"PIT","CLE",0,5.45,0,0,0,0,0,1
"WR","Cobi Hamilton",3000,"PIT@CLE 01:00PM ET",4.821,"PIT","CLE",0,4.821,0,0,0,0,0,1
"WR","Canaan Severin",3000,"PIT@CLE 01:00PM ET",0,"PIT","CLE",0,0,0,0,0,0,0,1
"TE","Jesse James",3000,"PIT@CLE 01:00PM ET",6.079,"PIT","CLE",6.64,6.079,0,0,0,0,0,0
"RB","Tion Green",3000,"ARI@DET 01:00PM ET",0,"DET","ARI",0,0,0,0,0,0,0,0
"RB","Mike James",3000,"ARI@DET 01:00PM ET",2.025,"DET","ARI",0,2.025,0,0,0,0,0,0
"RB","Matt Asiata",3000,"ARI@DET 01:00PM ET",8.344,"DET","ARI",0,8.344,0,0,0,0,0,0
"WR","Keshawn Martin",3000,"ARI@DET 01:00PM ET",-1,"DET","ARI",0,-1,0,0,0,0,0,1
"WR","Ryan Spadola",3000,"ARI@DET 01:00PM ET",0,"DET","ARI",0,0,0,0,0,0,0,1
"WR","TJ Jones",3000,"ARI@DET 01:00PM ET",3.575,"DET","ARI",0.94,3.575,0,0,0,0,0,1
"WR","Jared Abbrederis",3000,"ARI@DET 01:00PM ET",0.36,"DET","ARI",2.43,0.36,0,0,0,0,0,1
"WR","Jace Billingsley",3000,"ARI@DET 01:00PM ET",0,"DET","ARI",0,0,0,0,0,0,0,1
"WR","Michael Rector",3000,"ARI@DET 01:00PM ET",0,"DET","ARI",0,0,0,0,0,0,0,1
"WR","Dontez Ford",3000,"ARI@DET 01:00PM ET",0,"DET","ARI",0,0,0,0,0,0,0,1
"WR","Noel Thomas",3000,"ARI@DET 01:00PM ET",0,"DET","ARI",0,0,0,0,0,0,0,1
"RB","TJ Logan",3000,"ARI@DET 01:00PM ET",0,"ARI","DET",0,0,0,0,0,0,0,0
"RB","James Summers",3000,"ARI@DET 01:00PM ET",0,"ARI","DET",0,0,0,0,0,0,0,0
"RB","Elijhaa Penny",3000,"ARI@DET 01:00PM ET",0,"ARI","DET",0,0,0,0,0,0,0,0
"WR","Chris Hubert",3000,"ARI@DET 01:00PM ET",0,"ARI","DET",0,0,0,0,0,0,0,1
"WR","Carlton Agudosi",3000,"ARI@DET 01:00PM ET",0,"ARI","DET",0,0,0,0,0,0,0,1
"WR","Krishawn Hogan",3000,"ARI@DET 01:00PM ET",0,"ARI","DET",0,0,0,0,0,0,0,1
"WR","Jeremy Ross",3000,"ARI@DET 01:00PM ET",2.283,"ARI","DET",0,2.283,0,0,0,0,0,1
"WR","Marquis Bundy",3000,"ARI@DET 01:00PM ET",0,"ARI","DET",0,0,0,0,0,0,0,1
"WR","Aaron Dobson",3000,"ARI@DET 01:00PM ET",0,"ARI","DET",0,0,0,0,0,0,0,1
"WR","Brittan Golden",3000,"ARI@DET 01:00PM ET",1.767,"ARI","DET",2.99,1.767,0,0,0,0,0,1
"WR","Chad Williams",3000,"ARI@DET 01:00PM ET",0,"ARI","DET",0,0,0,0,0,0,0,1
"RB","Dare Ogunbowale",3000,"JAX@HOU 01:00PM ET",0,"HOU","JAX",0,0,0,0,0,0,0,0
"RB","Akeem Hunt",3000,"JAX@HOU 01:00PM ET",2.03,"HOU","JAX",0,2.03,0,0,0,0,0,0
"RB","Tyler Ervin",3000,"JAX@HOU 01:00PM ET",0.221,"HOU","JAX",0,0.221,0,0,0,0,0,0
"RB","Jay Prosch",3000,"JAX@HOU 01:00PM ET",0.153,"HOU","JAX",0,0.153,0,0,0,0,0,0
"WR","Dres Anderson",3000,"JAX@HOU 01:00PM ET",0,"HOU","JAX",0,0,0,0,0,0,0,1
"WR","DeAndrew White",3000,"JAX@HOU 01:00PM ET",0,"HOU","JAX",0,0,0,0,0,0,0,1
"WR","Devin Street",3000,"JAX@HOU 01:00PM ET",0.5,"HOU","JAX",0,0.5,0,0,0,0,0,1
"WR","Justin Hardee",3000,"JAX@HOU 01:00PM ET",0,"HOU","JAX",0,0,0,0,0,0,0,1
"WR","Riley McCarron",3000,"JAX@HOU 01:00PM ET",0,"HOU","JAX",0,0,0,0,0,0,0,1
"WR","Chris Thompson",3000,"JAX@HOU 01:00PM ET",0,"HOU","JAX",0,0,0,0,0,0,0,1
"WR","Wendall Williams",3000,"JAX@HOU 01:00PM ET",3.833,"HOU","JAX",0,3.833,0,0,0,0,0,1
"WR","Marcus Leak",3000,"JAX@HOU 01:00PM ET",0,"HOU","JAX",0,0,0,0,0,0,0,1
"RB","Tyler Gaffney",3000,"JAX@HOU 01:00PM ET",0,"JAX","HOU",0,0,0,0,0,0,0,0
"RB","Tommy Bohanon",3000,"JAX@HOU 01:00PM ET",0,"JAX","HOU",0,0,0,0,0,0,0,0
