"George Springer_HOU","Carlos Correa_HOU","Jose Altuve_HOU","Michael Conforto_NYM","Elvis Andrus_TEX","Marwin Gonzalez_HOU","Kris Bryant_CHC","Domingo Santana_MIL","Travis Shaw_MIL","Carlos Beltran_HOU","Giancarlo Stanton_MIA","Anthony Rizzo_CHC","Ryan Braun_MIL","Eduardo Nunez_SF","Eric Thames_MIL","Justin Bour_MIA","Yoenis Cespedes_NYM","Lucas Duda_NYM","Marcell Ozuna_MIA","Adrian Beltre_TEX","Neil Walker_NYM","Jay Bruce_NYM","Joey Gallo_TEX","Javier Baez_CHC","Shin-Soo Choo_TEX","Nomar Mazara_TEX","Josh Reddick_HOU","Brandon Belt_SF","Buster Posey_SF","Hernan Perez_MIL","Christian Yelich_MIA","Ian Happ_CHC","Denard Span_SF","Brandon Crawford_SF","Carlos Gomez_TEX","Whit Merrifield_KC","Yuli Gurriel_HOU","Dee Gordon_MIA","Kyle Schwarber_CHC","Hunter Pence_SF","Keon Broxton_MIL","David Wright_NYM","Lorenzo Cain_KC","Mike Moustakas_KC","Evan Gattis_HOU","Wilmer Flores_NYM","Alex Bregman_HOU","Willson Contreras_CHC","Jonathan Villar_MIL","Ben Zobrist_CHC","Jesus Aguilar_MIL","Peter O'Brien_TEX","Jorge Bonifacio_KC","Jason Heyward_CHC","JT Realmuto_MIA","Nick Hundley_SF","Nick Franklin_MIL","Jarrett Parker_SF","Joe Panik_SF","Christian Arroyo_SF","Jose Reyes_NYM","Mike Napoli_TEX","Asdrubal Cabrera_NYM","Travis d'Arnaud_NYM","Eric Hosmer_KC","Jorge Soler_KC","Jurickson Profar_TEX","Brian McCann_HOU","Salvador Perez_KC","Derek Fisher_HOU","Albert Almora_CHC","Addison Russell_CHC","Eric Sogard_MIL","Jett Bandy_MIL","Mac Williamson_SF","Miguel Montero_CHC","Martin Prado_MIA","Manny Pina_MIL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Kelby Tomlinson_SF","Robinson Chirinos_TEX","Delino DeShields_TEX","TJ Rivera_NYM","Jon Jay_CHC","Jeimer Candelario_CHC","Orlando Arcia_MIL","Curtis Granderson_NYM","Pete Kozma_TEX","Brett Nicholas_TEX","Brandon Nimmo_NYM","Norichika Aoki_HOU","Paulo Orlando_KC","Billy Burns_KC","Cheslor Cuthbert_KC","Aaron Hill_SF","Rougned Odor_TEX","Brandon Moss_KC","Jake Marisnick_HOU","Tommy La Stella_CHC","Gorkys Hernandez_SF","Conor Gillaspie_SF","Brett Phillips_MIL","Orlando Calixte_SF","Juan Lagares_NYM","Jonathan Lucroy_TEX","Jared Hoying_TEX","Ryan Rua_TEX","Gavin Cecchini_NYM","Derek Dietrich_MIA","Justin Ruggiano_SF","Austin Slater_SF","Hanser Alberto_TEX","Matt Reynolds_NYM","Kevin Plawecki_NYM","Ryan O'Hearn_KC","Destin Hood_MIA","Michael Morse_SF","Drew Stubbs_TEX","Terrance Gore_KC","Ichiro Suzuki_MIA","Tyler Moore_MIA","Tomas Telis_MIA","JT Riddle_MIA","Tim Federowicz_SF","Rene Rivera_NYM","Christian Colon_MIA","Steve Lombardozzi_MIA","Adeiny Hechavarria_MIA","AJ Ellis_MIA","Chris Marrero_SF","Drew Robinson_TEX","Alex Gordon_KC","Raul Mondesi_KC","Mike Aviles_MIA","Eloy Jimenez_CHC","Juan Centeno_HOU","Tony Kemp_HOU","Alcides Escobar_KC","Drew Butera_KC","Miguel Rojas_MIA"
78.0739795918367,25.5166112956811,0.282738095238095,0,0,18.747311827957,0,0,0,3.78658536585366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.50284495021337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.6133004926108,0,8.62737843551797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.40461538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0885057471264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.5166112956811,59.6590136054422,-10.1415356151711,0,0,16.6724137931034,0,0,0,15.3768292682927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0607287449393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4790640394089,0,9.84883720930233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.39080459770115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0724137931034483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.282738095238095,-10.1415356151711,66.311320754717,0,0,-0.633522727272727,0,0,0,10.4883720930233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.44250871080139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51935483870968,0,11.7104532839963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.4229885057471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1935483870968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,107.173635307782,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123333333333333,0,0,3.8306342780027,-3.13461538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31286549707602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9848484848485,0,-0.656666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.10793650793651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.81225296442688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,67.811320754717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.44666666666667,0,2.65356151711378,5.18825161887142,0,0,0,0,0,0,0,0,2.52941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.010101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73674242424242,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.962264150943396,0,0,0,0,0,0,0,0,4.38841463414634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.747311827957,16.6724137931034,-0.633522727272727,0,0,75.3226890756303,0,0,0,28.8476923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8787878787879,0,4.93349753694581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.92142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97953216374269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,75.8469387755102,0,0,0,0,10.7857142857143,0,0,0,0,0,0,0,0,0,0,0,7.47394957983193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1,0,0,0,0,0,0,0,0,11.0641711229947,0,18.246996996997,0,0,0,11.6923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0034843205575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,51.7949260042283,3.53949579831933,0,0,0,8.83766233766234,0,-4.05966386554622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.52093596059113,0,0,0,0,0,0,0,0,0,0,2.91141141141141,0,0,0,0,0,0,0,-9.62753036437247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3695652173913,0,0,0,9.75789473684211,0,0,0,0,0,0,0,0,-2.04279279279279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3.53949579831933,74.995652173913,0,0,0,-16.8025362318841,0,18.5519568151147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.935960591133005,0,0,0,0,0,0,0,0,0,0,10.1492063492063,0,0,0,0,0,0,0,1.63461538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.2083333333333,0,0,0,1.13571428571429,0,0,0,0,0,0,0,0,4.98658536585366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.78658536585366,15.3768292682927,10.4883720930233,0,0,28.8476923076923,0,0,0,59.8313131313131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.38142292490119,0,3.67435897435897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.5415384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
