"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Corey Kluber",14000,"CLE@CWS 07:10PM ET",28.422,"CLE","CWS",33.1,25.6,28.0155,NA,24.25
"SP","Jacob deGrom",12900,"NYM@SEA 04:10PM ET",19.319,"NYM","SEA",22.53,22.2,23.307,NA,25.3
"SP","Rich Hill",12400,"SF@LAD 04:05PM ET",17.982,"LAD","SF",26.11,19.6,18.017,NA,18.95
"SP","Zack Greinke",12200,"ARI@STL 07:15PM ET",21.824,"ARI","STL",22.51,19.4,21.939,NA,32.75
"SP","Ivan Nova",8600,"PIT@SD 08:40PM ET",14.948,"PIT","SD",19.36,14,17.721,NA,10.45
"SP","Jerad Eickhoff",8100,"ATL@PHI 07:05PM ET",12.515,"PHI","ATL",16.29,15,17.784,NA,11.05
"RP","Sean Newcomb",8000,"ATL@PHI 07:05PM ET",11.394,"ATL","PHI",13.09,16.1,18.205,NA,13.65
"SP","Dinelson Lamet",7900,"PIT@SD 08:40PM ET",15.825,"SD","PIT",15.47,17,18.128,NA,24.5
"SP","Francisco Liriano",7700,"LAA@TOR 01:07PM ET",9.224,"TOR","LAA",15.71,12.4,15.495,NA,11.9
"SP","Eduardo Rodriguez",7700,"KC@BOS 07:10PM ET",16.819,"BOS","KC",15.97,15.7,17.974,NA,5
"SP","Collin McHugh",7500,"HOU@DET 06:10PM ET",6.3,"HOU","DET",15.52,13.4,16.697,NA,22.5
"SP","Tanner Roark",7500,"COL@WAS 07:05PM ET",13.058,"WAS","COL",19.64,13.5,18.372,NA,14.45
"SP","Kevin Gausman",7400,"BAL@TEX 08:05PM ET",10.291,"BAL","TEX",16.23,12.4,16.142,NA,33.5
"SP","Kyle Hendricks",7300,"CHC@MIL 07:10PM ET",12.931,"CHC","MIL",20.17,14.4,20.358,NA,11.65
"SP","Blake Snell",7200,"TB@NYY 01:05PM ET",10.413,"TB","NYY",14.03,14.7,13.059,NA,9.2
"SP","Trevor Cahill",7000,"KC@BOS 07:10PM ET",17.841,"KC","BOS",16.83,12.7,14.794,NA,-3
"SP","Yovani Gallardo",6700,"NYM@SEA 04:10PM ET",8.747,"SEA","NYM",12.75,10.6,13.825,NA,14.55
"SP","German Marquez",6700,"COL@WAS 07:05PM ET",15.231,"COL","WAS",13.21,15.9,14.286,NA,33.95
"SP","Mike Leake",6500,"ARI@STL 07:15PM ET",13.869,"STL","ARI",17.76,11.1,17.591,NA,8.45
"SP","Adalberto Mejia",6400,"MIN@OAK 09:05PM ET",11.653,"MIN","OAK",15.7,13.9,14.69,NA,5.25
"SP","Junior Guerra",6000,"CHC@MIL 07:10PM ET",8.633,"MIL","CHC",12.3,10.1,15.088,NA,11.75
"SP","Chris Smith",5900,"MIN@OAK 09:05PM ET",12.05,"OAK","MIN",10.39,13.7,14.92,NA,5.25
"SP","Adam Conley",5800,"CIN@MIA 07:10PM ET",8.594,"MIA","CIN",15.48,12.7,16.379,NA,26.45
"SP","Tim Adleman",5700,"CIN@MIA 07:10PM ET",12.103,"CIN","MIA",13.78,12,14.381,NA,NA
"SP","Miguel Gonzalez",5600,"CLE@CWS 07:10PM ET",9.72,"CWS","CLE",10.36,9.4,14.297,NA,10.1
"SP","Ty Blach",5400,"SF@LAD 04:05PM ET",7.035,"SF","LAD",NA,10.8,13.54,NA,11.75
"SP","Austin Bibens-Dirkx",5300,"BAL@TEX 08:05PM ET",7.163,"TEX","BAL",13.95,9,11.352,NA,-0.75
"SP","Matthew Boyd",5200,"HOU@DET 06:10PM ET",8.7,"DET","HOU",NA,9.4,NA,NA,NA
"RP","Caleb Smith",4900,"TB@NYY 01:05PM ET",5.2,"NYY","TB",13.61,14.4,9.97,NA,7.9
"RP","Chris Smith",4700,"LAA@TOR 01:07PM ET",2.367,"TOR","LAA",10.39,13.7,14.92,NA,5.25
"SP","Yusmeiro Petit",4300,"LAA@TOR 01:07PM ET",5.164,"LAA","TOR",12.45,15.4,16.066,NA,17.2
