P,P,C,1B,2B,3B,SS,OF,OF,OF
Chris Archer,Chris Flexen,Wilson Ramos,Anthony Rizzo,Ben Zobrist,Kris Bryant,Tim Beckham,Jason Heyward,Kyle Schwarber,Curtis Granderson
Zack Godley,Luke Weaver,Willson Contreras,Anthony Rizzo,Asdrubal Cabrera,Kris Bryant,Tim Beckham,Michael Conforto,Jason Heyward,Kyle Schwarber
Chris Archer,Robert Stephenson,Willson Contreras,Anthony Rizzo,Ben Zobrist,Evan Longoria,Ketel Marte,Michael Conforto,Jason Heyward,Kyle Schwarber
Chris Archer,Chris Flexen,JT Realmuto,Anthony Rizzo,Dee Gordon,Derek Dietrich,Tim Beckham,Giancarlo Stanton,Christian Yelich,Kyle Schwarber
Chris Flexen,Luke Weaver,Gary Sanchez,Anthony Rizzo,Dee Gordon,Kris Bryant,Addison Russell,Giancarlo Stanton,Jason Heyward,Kyle Schwarber
Zack Godley,Chris Flexen,Willson Contreras,Anthony Rizzo,Ben Zobrist,Eugenio Suarez,Chris Owings,Giancarlo Stanton,Jason Heyward,Kyle Schwarber
Chris Flexen,Luke Weaver,Willson Contreras,Anthony Rizzo,Ben Zobrist,Kris Bryant,Didi Gregorius,Yoenis Cespedes,Jay Bruce,Jason Heyward
Chris Archer,Luke Weaver,Wilson Ramos,Anthony Rizzo,Dee Gordon,Evan Longoria,Tim Beckham,Steven Souza,Corey Dickerson,Jason Heyward
Chris Archer,Chris Flexen,Willson Contreras,Anthony Rizzo,Yoan Moncada,Derek Dietrich,Addison Russell,Jay Bruce,Jason Heyward,Kyle Schwarber
Chris Archer,Chris Flexen,Travis d'Arnaud,Anthony Rizzo,Asdrubal Cabrera,Evan Longoria,Tim Beckham,Yoenis Cespedes,Jay Bruce,Curtis Granderson
Chris Archer,Luke Weaver,JT Realmuto,Anthony Rizzo,Ben Zobrist,Trevor Plouffe,Addison Russell,Jason Heyward,Billy Hamilton,Kyle Schwarber
Chris Archer,Robert Stephenson,Travis d'Arnaud,Anthony Rizzo,Asdrubal Cabrera,Kris Bryant,Addison Russell,Steven Souza,Jason Heyward,Kyle Schwarber
Chris Archer,Luke Weaver,Willson Contreras,Anthony Rizzo,Ben Zobrist,Eugenio Suarez,Tim Beckham,Jason Heyward,Christian Yelich,Jon Jay
Chris Archer,Luke Weaver,Wilson Ramos,Wilmer Flores,Asdrubal Cabrera,Kris Bryant,Tim Beckham,Michael Conforto,Jay Bruce,Curtis Granderson
Zack Godley,Robert Stephenson,Wilson Ramos,Anthony Rizzo,Ben Zobrist,Kris Bryant,Addison Russell,Michael Conforto,Jay Bruce,Jason Heyward
Chris Archer,Zack Godley,Wilson Ramos,Anthony Rizzo,Jose Peraza,Evan Longoria,Addison Russell,Jason Heyward,Kyle Schwarber,Jon Jay
Chris Archer,Luke Weaver,Willson Contreras,Anthony Rizzo,Asdrubal Cabrera,Evan Longoria,Addison Russell,Jason Heyward,Curtis Granderson,Albert Almora
Zack Godley,Chris Flexen,JT Realmuto,Anthony Rizzo,Ben Zobrist,Kris Bryant,Addison Russell,Yoenis Cespedes,Christian Yelich,Kyle Schwarber
Chris Archer,Chris Flexen,Wilson Ramos,Logan Morrison,Ben Zobrist,Evan Longoria,Tim Beckham,Michael Conforto,Steven Souza,Jay Bruce
Chris Archer,Chris Flexen,JT Realmuto,Tyler Moore,Dee Gordon,Evan Longoria,Ketel Marte,Giancarlo Stanton,Marcell Ozuna,Jason Heyward
Zack Godley,Luke Weaver,Willson Contreras,Anthony Rizzo,Ben Zobrist,Evan Longoria,Addison Russell,Marcell Ozuna,Jay Bruce,Kyle Schwarber
Chris Archer,Chris Flexen,Travis d'Arnaud,Wilmer Flores,Asdrubal Cabrera,Eugenio Suarez,Chris Owings,Michael Conforto,Jay Bruce,Jason Heyward
Chris Archer,Luke Weaver,Willson Contreras,Matt Carpenter,Jose Peraza,Kris Bryant,Addison Russell,Jason Heyward,Christian Yelich,Kyle Schwarber
Chris Archer,Chris Flexen,Willson Contreras,Anthony Rizzo,Jose Peraza,Kris Bryant,Ketel Marte,Jason Heyward,Billy Hamilton,Jon Jay
Zack Godley,Luke Weaver,JT Realmuto,Anthony Rizzo,Dee Gordon,Evan Longoria,Didi Gregorius,Giancarlo Stanton,Marcell Ozuna,Christian Yelich
Chris Archer,Robert Stephenson,Willson Contreras,Anthony Rizzo,Paul DeJong,Kris Bryant,Tim Beckham,Jay Bruce,Jason Heyward,Albert Almora
Chris Archer,Chris Flexen,Carson Kelly,Anthony Rizzo,Ben Zobrist,Eugenio Suarez,Addison Russell,Michael Conforto,Jason Heyward,Albert Almora
Zack Godley,Chris Flexen,Willson Contreras,Anthony Rizzo,Tyler Saladino,Kris Bryant,Addison Russell,AJ Pollock,Jason Heyward,Curtis Granderson
Chris Archer,Robert Stephenson,Wilson Ramos,Paul Goldschmidt,Asdrubal Cabrera,Jake Lamb,Ketel Marte,AJ Pollock,David Peralta,Jason Heyward
Chris Archer,Luke Weaver,Travis d'Arnaud,Anthony Rizzo,Asdrubal Cabrera,Matt Reynolds,Tim Anderson,Michael Conforto,Yoenis Cespedes,Jason Heyward
Jon Lester,Luke Weaver,Gary Sanchez,Anthony Rizzo,Ben Zobrist,Evan Longoria,Tim Beckham,Jason Heyward,Kyle Schwarber,Albert Almora
Chris Archer,Chris Flexen,Willson Contreras,Jose Abreu,Dee Gordon,Kris Bryant,Chris Owings,Jason Heyward,Kyle Schwarber,Albert Almora
Chris Archer,Luke Weaver,Wilson Ramos,Anthony Rizzo,Yoan Moncada,Kris Bryant,Addison Russell,Yoenis Cespedes,Kyle Schwarber,Albert Almora
Chris Archer,Chris Flexen,Willson Contreras,Matt Carpenter,Ben Zobrist,Evan Longoria,Addison Russell,Yoenis Cespedes,Jason Heyward,Jon Jay
Jon Lester,Robert Stephenson,Willson Contreras,Anthony Rizzo,Kolten Wong,Kris Bryant,Chris Owings,Jason Heyward,Kyle Schwarber,Curtis Granderson
Chris Archer,Zack Godley,Wilson Ramos,Anthony Rizzo,Asdrubal Cabrera,Trevor Plouffe,Tim Beckham,Michael Conforto,Steven Souza,Peter Bourjos
Chris Archer,Robert Stephenson,Willson Contreras,Jose Abreu,Ben Zobrist,Kris Bryant,Addison Russell,Jay Bruce,Billy Hamilton,Kyle Schwarber
Chris Flexen,Robert Stephenson,Willson Contreras,Anthony Rizzo,Paul DeJong,Kris Bryant,Addison Russell,Michael Conforto,David Peralta,Kyle Schwarber
Chris Archer,Luke Weaver,Wilson Ramos,Tyler Moore,Dee Gordon,Eugenio Suarez,Tim Beckham,Giancarlo Stanton,Marcell Ozuna,Christian Yelich
Chris Archer,Chris Flexen,Wilson Ramos,Paul Goldschmidt,Dee Gordon,Dawel Lugo,Chris Owings,AJ Pollock,David Peralta,Kyle Schwarber
Jon Lester,Chris Flexen,JT Realmuto,Anthony Rizzo,Asdrubal Cabrera,Eugenio Suarez,Addison Russell,Jason Heyward,Kyle Schwarber,Jon Jay
Chris Archer,Luke Weaver,Carson Kelly,Anthony Rizzo,Ben Zobrist,Kris Bryant,Tim Anderson,Michael Conforto,Kyle Schwarber,Jon Jay
Chris Archer,Zack Godley,JT Realmuto,Jose Abreu,Dee Gordon,Derek Dietrich,Chris Owings,Marcell Ozuna,Jason Heyward,Christian Yelich
Chris Archer,Robert Stephenson,Willson Contreras,Anthony Rizzo,Asdrubal Cabrera,Matt Reynolds,Chris Owings,Michael Conforto,Jay Bruce,Curtis Granderson
Zack Godley,Robert Stephenson,Willson Contreras,Anthony Rizzo,Ben Zobrist,Kris Bryant,Didi Gregorius,Aaron Judge,Steven Souza,Kyle Schwarber
Chris Archer,Zack Godley,Wilson Ramos,Logan Morrison,Asdrubal Cabrera,Evan Longoria,Tim Beckham,Yoenis Cespedes,Corey Dickerson,Kyle Schwarber
Chris Archer,Chris Flexen,Willson Contreras,Wilmer Flores,Asdrubal Cabrera,Matt Reynolds,Tim Beckham,Michael Conforto,Yoenis Cespedes,Kyle Schwarber
Chris Flexen,Robert Stephenson,Willson Contreras,Anthony Rizzo,Ben Zobrist,Jake Lamb,Addison Russell,Tommy Pham,Jason Heyward,Billy Hamilton
Chris Archer,Robert Stephenson,Travis d'Arnaud,Wilmer Flores,Ben Zobrist,Jake Lamb,Tim Beckham,Michael Conforto,Yoenis Cespedes,Jay Bruce
Chris Archer,Luke Weaver,JT Realmuto,Matt Carpenter,Dee Gordon,Derek Dietrich,Addison Russell,Giancarlo Stanton,Marcell Ozuna,Billy Hamilton
Zack Godley,Chris Flexen,Chris Iannetta,Anthony Rizzo,Asdrubal Cabrera,Jake Lamb,Chris Owings,AJ Pollock,David Peralta,Jason Heyward
Chris Archer,Chris Flexen,Wilson Ramos,Anthony Rizzo,Ben Zobrist,Evan Longoria,Adeiny Hechavarria,Giancarlo Stanton,Corey Dickerson,Peter Bourjos
Chris Archer,Chris Flexen,Willson Contreras,Anthony Rizzo,Ben Zobrist,Trevor Plouffe,Tim Anderson,David Peralta,Kyle Schwarber,Albert Almora
Chris Archer,Zack Godley,Tucker Barnhart,Anthony Rizzo,Jose Peraza,Eugenio Suarez,Tim Beckham,Adam Duvall,Jason Heyward,Billy Hamilton
Zack Godley,Chris Flexen,Gary Sanchez,Anthony Rizzo,Ben Zobrist,Kris Bryant,Tim Anderson,David Peralta,Jason Heyward,Jon Jay
Chris Archer,Luke Weaver,Wilson Ramos,Jose Abreu,Ben Zobrist,Kris Bryant,Addison Russell,Marcell Ozuna,Jason Heyward,Jon Jay
Chris Archer,Robert Stephenson,Chris Iannetta,Anthony Rizzo,Ben Zobrist,Kris Bryant,Chris Owings,Yoenis Cespedes,Jason Heyward,Jon Jay
Jon Lester,Chris Flexen,Carson Kelly,Matt Carpenter,Ben Zobrist,Kris Bryant,Addison Russell,Jay Bruce,Jason Heyward,Kyle Schwarber
Chris Archer,Zack Godley,Wilson Ramos,Wilmer Flores,Asdrubal Cabrera,Matt Reynolds,Addison Russell,Yoenis Cespedes,Jay Bruce,Jason Heyward
Chris Archer,Zack Godley,Travis d'Arnaud,Wilmer Flores,Dee Gordon,Matt Reynolds,Tim Beckham,Michael Conforto,Jason Heyward,Curtis Granderson
Zack Godley,Chris Flexen,JT Realmuto,Tyler Moore,Dee Gordon,Kris Bryant,Chris Owings,Giancarlo Stanton,Michael Conforto,Christian Yelich
Chris Archer,Robert Stephenson,Travis d'Arnaud,Paul Goldschmidt,Asdrubal Cabrera,Eugenio Suarez,Addison Russell,Michael Conforto,Yoenis Cespedes,Curtis Granderson
Chris Archer,Chris Flexen,Travis d'Arnaud,Anthony Rizzo,Ben Zobrist,Dawel Lugo,Addison Russell,Giancarlo Stanton,Kyle Schwarber,Jon Jay
Chris Archer,Zack Godley,Willson Contreras,Wil Myers,Ben Zobrist,Derek Dietrich,Tim Beckham,Jason Heyward,Kyle Schwarber,Albert Almora
Zack Godley,Chris Flexen,Gary Sanchez,Anthony Rizzo,Asdrubal Cabrera,Matt Reynolds,Didi Gregorius,Michael Conforto,Yoenis Cespedes,Jay Bruce
Chris Archer,Chris Flexen,Travis d'Arnaud,Matt Carpenter,Dee Gordon,Matt Reynolds,Addison Russell,Michael Conforto,Yoenis Cespedes,Jay Bruce
Chris Archer,Chris Flexen,Wilson Ramos,Logan Morrison,Dee Gordon,Trevor Plouffe,Adeiny Hechavarria,Giancarlo Stanton,Steven Souza,Jason Heyward
Chris Flexen,Robert Stephenson,Willson Contreras,Paul Goldschmidt,Ben Zobrist,Kris Bryant,Tim Anderson,AJ Pollock,Jason Heyward,Kyle Schwarber
Chris Archer,Robert Stephenson,Willson Contreras,Anthony Rizzo,Kolten Wong,Jake Lamb,Addison Russell,Yoenis Cespedes,Kyle Schwarber,Jon Jay
Chris Archer,Zack Godley,JT Realmuto,Matt Davidson,Ben Zobrist,Kris Bryant,Ketel Marte,Jason Heyward,Kyle Schwarber,Jon Jay
Zack Godley,Chris Flexen,Gary Sanchez,Anthony Rizzo,Dee Gordon,Chase Headley,Didi Gregorius,Aaron Judge,Brett Gardner,Jason Heyward
Chris Archer,Zack Godley,JT Realmuto,Tyler Moore,Ben Zobrist,Miguel Rojas,Tim Beckham,Giancarlo Stanton,Jason Heyward,Christian Yelich
Chris Archer,Chris Flexen,Willson Contreras,Matt Carpenter,Dee Gordon,Miguel Rojas,Chris Owings,Giancarlo Stanton,Marcell Ozuna,Christian Yelich
Chris Archer,Chris Flexen,Chris Iannetta,Anthony Rizzo,Dee Gordon,Dawel Lugo,Ketel Marte,JD Martinez,David Peralta,Jason Heyward
Jon Lester,Luke Weaver,Wilson Ramos,Anthony Rizzo,Carlos Asuaje,Kris Bryant,Didi Gregorius,Jason Heyward,Kyle Schwarber,Jon Jay
Chris Archer,Robert Stephenson,Chris Iannetta,Paul Goldschmidt,Ben Zobrist,Jake Lamb,Chris Owings,David Peralta,Jay Bruce,Kyle Schwarber
Chris Archer,Chris Flexen,Travis d'Arnaud,Wilmer Flores,Tyler Saladino,Kris Bryant,Ketel Marte,Michael Conforto,Yoenis Cespedes,Curtis Granderson
Zack Godley,Chris Flexen,Willson Contreras,Anthony Rizzo,Dee Gordon,Kris Bryant,Adeiny Hechavarria,Jay Bruce,Kyle Schwarber,Jon Jay
Chris Archer,Luke Weaver,JT Realmuto,Anthony Rizzo,Dee Gordon,Kris Bryant,Adeiny Hechavarria,Jason Heyward,Jon Jay,Albert Almora
Chris Archer,Chris Flexen,JT Realmuto,Tyler Moore,Ben Zobrist,Derek Dietrich,Addison Russell,Michael Conforto,Marcell Ozuna,Christian Yelich
Zack Godley,Chris Flexen,Willson Contreras,Anthony Rizzo,Ben Zobrist,Kris Bryant,Tim Beckham,Marcell Ozuna,Billy Hamilton,Albert Almora
Chris Archer,Zack Godley,Chris Iannetta,Anthony Rizzo,Tyler Saladino,Kris Bryant,Tim Anderson,Jason Heyward,Kyle Schwarber,Albert Almora
Chris Archer,Zack Godley,Travis d'Arnaud,Jose Abreu,Asdrubal Cabrera,Derek Dietrich,Ketel Marte,Michael Conforto,Jay Bruce,Curtis Granderson
Chris Archer,Luke Weaver,JT Realmuto,Jose Abreu,Dee Gordon,Miguel Rojas,Tim Anderson,Giancarlo Stanton,Michael Conforto,Christian Yelich
Jon Lester,Chris Flexen,Wilson Ramos,Anthony Rizzo,Jose Peraza,Kris Bryant,Addison Russell,Jason Heyward,Christian Yelich,Albert Almora
Chris Archer,Chris Flexen,Carson Kelly,Matt Carpenter,Paul DeJong,Kris Bryant,Tim Beckham,Tommy Pham,Randal Grichuk,Jason Heyward
Chris Archer,Chris Flexen,Wilson Ramos,Joey Votto,Jose Peraza,Eugenio Suarez,Addison Russell,Michael Conforto,Adam Duvall,Billy Hamilton
Zack Godley,Luke Weaver,Travis d'Arnaud,Wilmer Flores,Asdrubal Cabrera,Evan Longoria,Tim Beckham,Giancarlo Stanton,Michael Conforto,Yoenis Cespedes
Chris Archer,Robert Stephenson,Willson Contreras,Wil Myers,Yoan Moncada,Kris Bryant,Addison Russell,Michael Conforto,Jason Heyward,Jon Jay
Chris Archer,Chris Flexen,Wilson Ramos,Paul Goldschmidt,Paul DeJong,Trevor Plouffe,Tim Beckham,Steven Souza,Corey Dickerson,Kyle Schwarber
Zack Godley,Luke Weaver,Willson Contreras,Wil Myers,Ben Zobrist,Kris Bryant,Addison Russell,Steven Souza,Jason Heyward,Billy Hamilton
Jon Lester,Chris Archer,Wilson Ramos,Logan Morrison,Jose Peraza,Evan Longoria,Tim Beckham,Jason Heyward,Christian Yelich,Peter Bourjos
Chris Archer,Chris Flexen,Chris Iannetta,Paul Goldschmidt,Jose Peraza,Evan Longoria,Ketel Marte,AJ Pollock,David Peralta,Jay Bruce
Chris Archer,Robert Stephenson,Wilson Ramos,Paul Goldschmidt,Asdrubal Cabrera,Evan Longoria,Adeiny Hechavarria,Michael Conforto,Steven Souza,Corey Dickerson
Jon Lester,Luke Weaver,JT Realmuto,Tyler Moore,Dee Gordon,Derek Dietrich,Tim Beckham,Giancarlo Stanton,Yoenis Cespedes,Jason Heyward
Chris Archer,Chris Flexen,Chris Iannetta,Paul Goldschmidt,Paul DeJong,Kris Bryant,Addison Russell,Jason Heyward,Kyle Schwarber,Jon Jay
