"Aaron Judge_NYY","Mike Trout_LAA","Cody Bellinger_LAD","Justin Smoak_TOR","Corey Seager_LAD","Steven Souza_TB","Michael Conforto_NYM","Chris Taylor_LAD","Josh Donaldson_TOR","Gary Sanchez_NYY","Yoenis Cespedes_NYM","Brett Gardner_NYY","Logan Morrison_TB","Didi Gregorius_NYY","Corey Dickerson_TB","Jay Bruce_NYM","Evan Longoria_TB","Justin Turner_LAD","Jose Bautista_TOR","Chase Headley_NYY","Todd Frazier_NYY","Mallex Smith_TB","Clint Frazier_NYY","Yasmani Grandal_LAD","Asdrubal Cabrera_NYM","Wilmer Flores_NYM","Kendrys Morales_TOR","Andrelton Simmons_LAA","Devon Travis_TOR","Matt Holliday_NYY","Kevin Kiermaier_TB","Jose Reyes_NYM","Robinson Cano_SEA","Adrian Gonzalez_LAD","Chase Utley_LAD","Joc Pederson_LAD","Yasiel Puig_LAD","Lucas Duda_TB","Luis Valbuena_LAA","Steve Pearce_TOR","Aaron Hicks_NYY","Mason Williams_NYY","David Wright_NYM","Buster Posey_SF","Kike Hernandez_LAD","Russell Martin_TOR","Cameron Maybin_LAA","Tim Beckham_TB","Starlin Castro_NYY","Nelson Cruz_SEA","Neil Walker_NYM","Ben Gamel_SEA","Ronald Torreyes_NYY","Greg Bird_NYY","Curtis Granderson_NYM","Kyle Seager_SEA","Franklin Gutierrez_LAD","Denard Span_SF","Peter O'Brien_LAD","Austin Barnes_LAD","Troy Tulowitzki_TOR","Jefry Marte_LAA","Trevor Plouffe_TB","Jorge Mateo_NYY","Miguel Andujar_NYY","Jean Segura_SEA","Guillermo Heredia_SEA","Brandon Belt_SF","Albert Pujols_LAA","Ezequiel Carrera_TOR","Wilson Ramos_TB","Tyler Wade_NYY","Dustin Fowler_NYY","Travis d'Arnaud_NYM","Mike Zunino_SEA","Logan Forsythe_LAD","Miguel Montero_TOR","Kole Calhoun_LAA","CJ Cron_LAA","Kevin Pillar_TOR","Rob Refsnyder_TOR","Tyler Austin_NYY","Ji-Man Choi_NYY","Garrett Cooper_NYY","Trayce Thompson_LAD","Nick Franklin_LAA","Dalton Pompey_TOR","Rowdy Tellez_TOR","Peter Bourjos_TB","Derek Norris_TB","Jesus Sucre_TB","Jake Bauers_TB","TJ Rivera_NYM","Pablo Sandoval_SF","Brandon Crawford_SF","Andrew Toles_LAD","Joe Panik_SF","Willie Calhoun_LAD","Martin Maldonado_LAA","Yunel Escobar_LAA","Rickie Weeks_TB","Brad Miller_TB","Leonys Martin_SEA","Taylor Motter_SEA","Amed Rosario_NYM","Hunter Pence_SF","Rob Segedin_LAD","Alex Verdugo_LAD","Jarrod Saltalamacchia_TOR","Ben Revere_LAA","Jacoby Ellsbury_NYY","Adeiny Hechavarria_TB","Curt Casali_TB","Gleyber Torres_NYY","Mitch Haniger_SEA","Brandon Nimmo_NYM","Andre Ethier_LAD","Nick Hundley_SF","Jarrett Parker_SF","Christian Arroyo_SF","Darrell Ceciliani_TOR","Ian Parmley_TOR","Harold Ramirez_TOR","Richard Urena_TOR","Daniel Robertson_TB","Danny Valencia_SEA","Jarrod Dyson_SEA","Danny Espinosa_SEA","Scott Van Slyke_LAD","Gorkys Hernandez_SF","Chris Coghlan_TOR","Anthony Alford_TOR","Juan Lagares_NYM","Matt Reynolds_NYM","Gavin Cecchini_NYM","Mac Williamson_SF","Eric Young_LAA","Ryan Goins_TOR","Dwight Smith_TOR","David Fletcher_LAA","Colby Rasmus_TB","Austin Romine_NYY","Matt Duffy_TB","Kevin Plawecki_NYM","Kelby Tomlinson_SF","Luke Maile_TOR","Nolan Fontana_LAA","Shane Peterson_TB","Kyle Higashioka_NYY","Shawn O'Malley_SEA","Aaron Hill_SF","Carlos Ruiz_SEA","Boog Powell_SEA","Mike Freeman_LAD","Juan Graterol_LAA","Carlos Perez_LAA","Taylor Featherston_TB","Willy Adames_TB","Tuffy Gosewisch_SEA","Justin Ruggiano_SF","Conor Gillaspie_SF","Cliff Pennington_LAA","Shane Robinson_LAA","Kaleb Cowart_LAA","Rene Rivera_NYM","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Michael Morse_SF","Brett Eibner_LAD","Darwin Barney_TOR","Mike Ohlman_TOR","DJ Peterson_SEA","Tyler Smith_SEA","Chris Marrero_SF","Carlos Moncrief_SF","Tim Federowicz_SF","Austin Slater_SF","Miguel Gomez_SF","Ryder Jones_SF","Orlando Calixte_SF","Jae-gyun Hwang_SF"
67,0,0,0,0,0,0,0,0,56,0,65,0,71,0,0,0,0,0,58,8,0,15,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,0,0,51,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,81,0,0,0,0,0,0,80,0,89,0,86,0,0,0,0,38,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,44,30,0,0,0,0,0,0,0,0,0,17,44,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,63,0,0,0,46,0,0,0,0,90,0,0,0,0,0,0,0,0,61,48,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,87,0,0,0,0,0,0,83,0,86,0,95,0,0,0,0,39,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,48,31,0,0,0,0,0,0,0,0,0,23,47,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,50,0,60,0,0,44,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,21,30,42,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,87,0,0,0,0,56,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,88,0,43,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,5,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,60,5,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,53,0,71,0,58,0,0,0,0,0,82,7,0,14,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,43,2,0,0,0,0,0,0,64,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,7,0,8,0,8,0,0,0,0,0,7,8,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,39,0,0,0,0,0,0,38,0,38,0,39,0,0,0,0,40,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,16,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,14,0,15,0,15,0,0,0,0,0,14,7,0,16,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,57,0,66,0,0,47,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,36,50,43,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,43,0,0,0,40,0,0,0,0,61,0,0,0,0,0,0,0,0,64,26,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,36,0,0,0,24,0,0,0,0,48,0,0,0,0,0,0,0,0,26,51,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
