"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Clayton Kershaw",14200,"LAD@SD 08:40PM ET",25.233,"LAD","SD",30.03,26.5,28.3145,NA,NA
"SP","Lance McCullers",11400,"HOU@LAA 09:07PM ET",19.783,"HOU","LAA",22.94,20.8,17.252,NA,NA
"SP","Gerrit Cole",9600,"MIL@PIT 07:05PM ET",16.733,"PIT","MIL",20.73,18.2,21.034,NA,NA
"SP","Julio Teheran",8600,"STL@ATL 07:10PM ET",9.538,"ATL","STL",20.32,15.6,17.0855,NA,NA
"SP","Dylan Bundy",8400,"CWS@BAL 07:05PM ET",19.008,"BAL","CWS",20.68,15.8,16.086,NA,NA
"SP","Mike Leake",8200,"STL@ATL 07:10PM ET",21.44,"STL","ATL",18.65,14.6,13.337,NA,NA
"SP","Vince Velasquez",8100,"WAS@PHI 07:05PM ET",12.65,"PHI","WAS",NA,14.3,NA,NA,NA
"SP","Jesse Hahn",7600,"DET@OAK 09:05PM ET",17.92,"OAK","DET",14.09,13.1,12.398,NA,NA
"SP","Amir Garrett",7100,"SF@CIN 07:10PM ET",15.18,"CIN","SF",16.1,16.7,15.98,NA,NA
"SP","Jordan Montgomery",7000,"NYY@CHC 07:15PM ET",14.738,"NYY","CHC",13.36,14.3,12.993,NA,NA
"SP","Brett Anderson",6900,"NYY@CHC 07:15PM ET",6.55,"CHC","NYY",14.53,9.6,14.316,NA,NA
"SP","JC Ramirez",6800,"HOU@LAA 09:07PM ET",11.569,"LAA","HOU",16.18,13.7,9.4,NA,NA
"SP","Martin Perez",6700,"TEX@SEA 09:10PM ET",8.408,"TEX","SEA",10.99,10.8,11.551,NA,NA
"SP","Robert Gsellman",6600,"MIA@NYM 07:10PM ET",5.686,"NYM","MIA",13.53,12,15.161,NA,NA
"SP","Matt Garza",6400,"MIL@PIT 07:05PM ET",17.1,"MIL","PIT",12.41,12.7,10.055,NA,NA
"SP","Jordan Zimmermann",6300,"DET@OAK 09:05PM ET",8.01,"DET","OAK",13.79,12.8,14.078,NA,NA
"SP","Chase De Jong",6200,"TEX@SEA 09:10PM ET",-1.9,"SEA","TEX",11.46,11.6,NA,NA,NA
"SP","Clayton Richard",6100,"LAD@SD 08:40PM ET",11.308,"SD","LAD",13.94,11.5,11.494,NA,NA
"SP","Ty Blach",5800,"SF@CIN 07:10PM ET",3.283,"SF","CIN",NA,11.6,9.838,NA,NA
"SP","AJ Cole",5400,"WAS@PHI 07:05PM ET",0,"WAS","PHI",14.39,12.9,13.429,NA,NA
"SP","Patrick Corbin",5200,"ARI@COL 08:10PM ET",16.983,"ARI","COL",9.69,11.8,10.038,NA,NA
"SP","Tyler Anderson",5000,"ARI@COL 08:10PM ET",6.475,"COL","ARI",10.39,10.1,14.194,NA,NA
"SP","Dylan Covey",4500,"CWS@BAL 07:05PM ET",1.613,"CWS","BAL",8.85,8,6.964,NA,NA
"RP","Odrisamer Despaigne",4400,"MIA@NYM 07:10PM ET",0,"MIA","NYM",8.18,11.4,7.57,NA,NA
