"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Clayton Kershaw",12900,"ARI@LAD 09:10PM ET",26.832,"LAD","ARI",0,26.7,30.5645,NA,39.35
"SP","Corey Kluber",12600,"SD@CLE 07:10PM ET",27.179,"CLE","SD",0,29.2,24.3105,NA,32.4
"SP","Yu Darvish",11200,"BOS@TEX 08:08PM ET",20.479,"TEX","BOS",0,16.1,19.4415,NA,-2.85
"SP","Chris Archer",10700,"TB@CHC 02:20PM ET",20.791,"TB","CHC",0,22.6,22.671,NA,20.9
"SP","Michael Fulmer",9800,"SF@DET 01:10PM ET",18.123,"DET","SF",0,14.3,16.5535,NA,22.4
"SP","Brad Peacock",9600,"HOU@ATL 07:35PM ET",11.05,"HOU","ATL",0,15.5,12.348,NA,20.1
"SP","Jimmy Nelson",9200,"BAL@MIL 04:10PM ET",18.822,"MIL","BAL",0,17.7,15.016,NA,32.15
"SP","Danny Duffy",9100,"KC@SEA 06:40PM ET",15.118,"KC","SEA",0,13.6,20.1215,NA,15.95
"SP","David Price",8900,"BOS@TEX 08:08PM ET",14.464,"BOS","TEX",0,16.6,16.403,NA,30.7
"SP","Jon Lester",8800,"TB@CHC 02:20PM ET",17.715,"CHC","TB",0,22.2,23.179,NA,7.25
"SP","Jameson Taillon",8500,"PIT@PHI 04:08PM ET",15.915,"PIT","PHI",NA,17.6,15.399,NA,29.65
"SP","Felix Hernandez",8200,"KC@SEA 06:40PM ET",12.629,"SEA","KC",0,16.7,19.398,NA,7.5
"SP","JA Happ",7600,"TOR@NYY 01:05PM ET",16.306,"TOR","NYY",0,14.3,13.506,NA,23.9
"SP","CC Sabathia",7300,"TOR@NYY 01:05PM ET",15.792,"NYY","TOR",0,10.7,14.019,NA,-3.6
"SP","Trevor Cahill",7100,"SD@CLE 07:10PM ET",20.829,"SD","CLE",0,10.4,11.141,NA,14.15
"SP","Lance Lynn",6900,"MIA@STL 02:15PM ET",15.831,"STL","MIA",0,15,12.864,NA,13.8
"RP","Sean Newcomb",6700,"HOU@ATL 07:35PM ET",15.43,"ATL","HOU",0,14.7,13.122,NA,-9.7
"SP","Patrick Corbin",6600,"ARI@LAD 09:10PM ET",11.4,"ARI","LAD",0,15.3,13.759,NA,15.1
"SP","Jose Urena",6300,"MIA@STL 02:15PM ET",9.082,"MIA","STL",0,12.6,9.431,NA,21.65
"SP","Ubaldo Jimenez",6200,"BAL@MIL 04:10PM ET",8.109,"BAL","MIL",0,15,10.91,NA,9.85
"SP","James Shields",6100,"CWS@OAK 04:05PM ET",12.408,"CWS","OAK",0,12.6,12.113,NA,1.7
"SP","Kyle Freeland",6000,"CIN@COL 08:10PM ET",11.15,"COL","CIN",0,9.5,7.001,NA,-2
"SP","JC Ramirez",5800,"LAA@MIN 02:10PM ET",11.511,"LAA","MIN",0,12.4,11.046,NA,5.25
"RP","Mark Leiter",5600,"PIT@PHI 04:08PM ET",4.764,"PHI","PIT",NA,15.8,9.68,NA,13.2
"RP","Daniel Gossett",5500,"CWS@OAK 04:05PM ET",8.763,"OAK","CWS",0,9.9,8.652,NA,1.85
"SP","Matt Cain",5000,"SF@DET 01:10PM ET",7.2,"SF","DET",0,7.8,8.86,NA,5.45
"SP","Kyle Gibson",4800,"LAA@MIN 02:10PM ET",6.729,"MIN","LAA",0,9.3,9.072,NA,18.8
"SP","Homer Bailey",4000,"CIN@COL 08:10PM ET",-10.15,"CIN","COL",0,9.1,5.114,NA,16.7
