"Mookie Betts_BOS","Nelson Cruz_SEA","Jean Segura_SEA","Robinson Cano_SEA","Corey Seager_LAD","Jose Abreu_CWS","Giancarlo Stanton_MIA","Cody Bellinger_LAD","Andrew Benintendi_BOS","Yonder Alonso_OAK","Xander Bogaerts_BOS","Kyle Seager_SEA","Hanley Ramirez_BOS","Khris Davis_OAK","Todd Frazier_CWS","Adrian Gonzalez_LAD","Marcell Ozuna_MIA","Christian Yelich_MIA","Mitch Haniger_SEA","Ben Gamel_SEA","Justin Turner_LAD","Logan Forsythe_LAD","Justin Bour_MIA","Dustin Pedroia_BOS","Avisail Garcia_CWS","Yasmani Grandal_LAD","Yasiel Puig_LAD","Rajai Davis_OAK","Matt Joyce_OAK","Jackie Bradley_BOS","Ryon Healy_OAK","Danny Valencia_SEA","Dee Gordon_MIA","Joc Pederson_LAD","Chris Taylor_LAD","Trevor Plouffe_OAK","Jed Lowrie_OAK","Mitch Moreland_BOS","Marcus Semien_OAK","Melky Cabrera_CWS","Jarrod Dyson_SEA","Taylor Motter_SEA","Franklin Gutierrez_LAD","JT Realmuto_MIA","Leonys Martin_SEA","Tim Anderson_CWS","Leury Garcia_CWS","Chase Utley_LAD","Martin Prado_MIA","Pablo Sandoval_BOS","Stephen Vogt_OAK","Trayce Thompson_LAD","Mark Canha_OAK","Matt Davidson_CWS","Mike Zunino_SEA","Tyler Saladino_CWS","Derek Dietrich_MIA","Andrew Toles_LAD","Austin Barnes_LAD","Josh Phegley_OAK","Brock Holt_BOS","Charlie Tilson_CWS","Guillermo Heredia_SEA","Andre Ethier_LAD","Scott Van Slyke_LAD","Rob Segedin_LAD","Chris Young_BOS","Yolmer Sanchez_CWS","Jake Smolinski_OAK","Sandy Leon_BOS","Ryan LaMarre_OAK","Shawn O'Malley_SEA","Destin Hood_MIA","Kike Hernandez_LAD","Bruce Maxwell_OAK","Carlos Ruiz_SEA","Jacob May_CWS","Boog Powell_SEA","Ichiro Suzuki_MIA","Christian Colon_MIA","Tyler Moore_MIA","Tomas Telis_MIA","Adam Rosales_OAK","Chase d'Arnaud_BOS","Steve Selsky_BOS","Marco Hernandez_BOS","Tuffy Gosewisch_SEA","Cody Asche_CWS","Steve Lombardozzi_MIA","Adeiny Hechavarria_MIA","Geovany Soto_CWS","Omar Narvaez_CWS","Willy Garcia_CWS","AJ Ellis_MIA","Christian Vazquez_BOS","Deven Marrero_BOS","Josh Rutledge_BOS","Mike Freeman_SEA","Daniel Vogelbach_SEA","Kevan Smith_CWS","Mike Aviles_MIA","JT Riddle_MIA","Chad Pinder_OAK","Jaff Decker_OAK","Brett Eibner_LAD","Miguel Rojas_MIA","Matt Olson_OAK","Zack Collins_CWS"
33,0,0,0,0,0,0,0,32,0,30,0,25,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,20,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,16,5,7,0,0,0,0,0,0,0,0,0,0,0
0,36,24,29,0,0,0,0,0,0,0,32,0,0,0,0,0,0,20,16,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,32,24,0,0,13,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
0,24,27,20,0,0,0,0,0,0,0,25,0,0,0,0,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,24,13,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29,20,32,0,0,0,0,0,0,0,28,0,0,0,0,0,0,20,12,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,29,18,0,0,13,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,18,0,0,0,0,0,0,0,21,0,0,0,0,31,11,0,0,0,28,33,0,0,0,0,0,0,19,14,0,0,0,0,0,0,0,5,0,0,0,0,18,0,0,0,2,0,0,0,0,0,17,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,33,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,26,28,0,0,0,0,0,0,20,0,24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,0,0,9,18,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,32,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,15,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,14,0,0
0,0,0,0,18,0,0,19,0,0,0,0,0,0,0,7,0,0,0,0,17,0,0,0,0,15,17,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,34,0,30,0,25,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,21,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,17,5,7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,31,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,0,28,0,0,0,0,27,29,0,6,0,0,0,0,0,0,0,0,0,0,0,24,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0
