"Aaron Judge_NYY","Joey Votto_CIN","Gary Sanchez_NYY","Brett Gardner_NYY","Cameron Maybin_LAA","Aaron Hicks_NYY","Mike Trout_LAA","Matt Holliday_NYY","Starlin Castro_NYY","Adam Duvall_CIN","Eduardo Nunez_SF","Mike Moustakas_KC","Eugenio Suarez_CIN","Zack Cozart_CIN","Lorenzo Cain_KC","Buster Posey_SF","Didi Gregorius_NYY","Scott Schebler_CIN","Hunter Renfroe_SD","Eric Hosmer_KC","Chris Carter_NYY","Andrelton Simmons_LAA","Scooter Gennett_CIN","Brandon Belt_SF","Salvador Perez_KC","Yangervis Solarte_SD","Kole Calhoun_LAA","Billy Hamilton_CIN","Ryan Schimpf_SD","Phillip Ervin_CIN","Joe Panik_SF","Albert Pujols_LAA","Jose Peraza_CIN","Cory Spangenberg_SD","Manuel Margot_SD","Whit Merrifield_KC","Jacoby Ellsbury_NYY","Wil Myers_SD","Alex Dickerson_SD","Yunel Escobar_LAA","Jefry Marte_LAA","CJ Cron_LAA","Arismendy Alcantara_CIN","Jorge Soler_KC","Eric Young_LAA","Danny Espinosa_LAA","Greg Bird_NYY","Denard Span_SF","Hunter Pence_SF","Jorge Bonifacio_KC","Chase Headley_NYY","Devin Mesoraco_CIN","Jose Pirela_SD","Travis Jankowski_SD","Jesse Winker_CIN","Nick Hundley_SF","Jarrett Parker_SF","Christian Arroyo_SF","Rob Refsnyder_NYY","Matt Szczur_SD","Alex Gordon_KC","Cheslor Cuthbert_KC","Luis Valbuena_LAA","Tyler Austin_NYY","Erick Aybar_SD","Chase d'Arnaud_SD","Paulo Orlando_KC","Brandon Crawford_SF","Billy Burns_KC","Mac Williamson_SF","Martin Maldonado_LAA","Christian Bethancourt_SD","Luis Urias_SD","Brandon Moss_KC","Kelby Tomlinson_SF","Austin Slater_SF","Ben Revere_LAA","Gleyber Torres_NYY","Tucker Barnhart_CIN","Austin Hedges_SD","Patrick Kivlehan_CIN","Aaron Hill_SF","Gorkys Hernandez_SF","Ryan O'Hearn_KC","David Fletcher_LAA","Jose Rondon_SD","Franchy Cordero_SD","Allen Cordoba_SD","Conor Gillaspie_SF","Terrance Gore_KC","Ronald Torreyes_NYY","Nolan Fontana_LAA","Jabari Blash_SD","Carlos Asuaje_SD","Justin Ruggiano_SF","Austin Romine_NYY","Juan Graterol_LAA","Jorge Mateo_NYY","Hector Sanchez_SD","Michael Morse_SF","Alcides Escobar_KC","Raul Mondesi_KC","Shane Robinson_LAA","Kyle Higashioka_NYY","Carlos Perez_LAA","Miguel Andujar_NYY","Nick Senzel_CIN","Tim Federowicz_SF","Ramon Torres_KC","Stuart Turner_CIN","Hunter Dozier_KC","Orlando Calixte_SF","Cliff Pennington_LAA","Tyler Wade_NYY","Luis Torrens_SD","Drew Butera_KC","Chris Marrero_SF"
111.906493506494,0,46.5049612814884,21.6968085106383,0,0.0322822822822823,0,29.0375510204082,33.6831168831169,0,0,0,0,0,0,0,1.08095238095238,0,0,0,4.48958333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.733333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0629432624113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3784615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,56.1480225988701,0,0,0,0,0,0,0,-3.13836477987421,0,0,-1.25084175084175,4.52721335268505,0,0,0,1.81551362683438,0,0,0,0,0,0,0,0,0,-6.17924528301887,0,0,0,0,13.450034940601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93318318318318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.5049612814884,0,102.576612903226,14.6758620689655,0,31.9076086956522,0,38.0689655172414,33.6935483870968,0,0,0,0,0,0,0,10.0128205128205,0,0,0,4.08225108225108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.85238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76780626780627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.86363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.6968085106383,0,14.6758620689655,75.6964705882353,0,16.8387096774194,0,19.4974747474747,7.63632653061225,0,0,0,0,0,0,0,5.60606060606061,0,0,0,1.60221674876847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.14,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.0968992248062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,79.8964059196617,0,10.7924369747899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.507399577167,0,0,0,0,12.4038461538462,0,0,0,0,-4.67717717717718,0,0,0,0,0,0,0,1.58128078817734,0,0,0,0,0,8.19429590017825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0322822822822823,0,31.9076086956522,16.8387096774194,0,73.7891025641026,0,1.90793650793651,9.77260458839406,0,0,0,0,0,0,0,-7.35960591133005,0,0,0,-2.91748768472906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,8.19047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10.7924369747899,0,50.5264270613108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0741971207087,0,0,0,0,0.496153846153846,0,0,0,0,9.81906906906907,0,0,0,0,0,0,0,2.6551724137931,0,0,0,0,0,23.1676226176263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.80714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.0375510204082,0,38.0689655172414,19.4974747474747,0,1.90793650793651,0,69.10407239819,25.2588235294118,0,0,0,0,0,0,0,5.6890756302521,0,0,0,-0.229838709677419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10757575757576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.772727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.6831168831169,0,33.6935483870968,7.63632653061225,0,9.77260458839406,0,25.2588235294118,49.7846339987901,0,0,0,0,0,0,0,10.8833333333333,0,0,0,9.69579831932773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7608163265306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12301587301587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-3.13836477987421,0,0,0,0,0,0,0,73.7721872816212,0,0,6.56887755102041,-23.9335106382979,0,0,0,1.56675170068027,0,0,0,0,0,0,0,0,0,10.922193877551,0,0,0,0,7.26640070921986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136088709677419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
