"Paul Goldschmidt_ARI","Jake Lamb_ARI","Michael Conforto_NYM","AJ Pollock_ARI","Mookie Betts_BOS","Xander Bogaerts_BOS","Jose Altuve_HOU","Eric Thames_MIL","Jonathan Villar_MIL","Jay Bruce_NYM","Jackie Bradley_BOS","Andrew Benintendi_BOS","Ryan Braun_MIL","JD Martinez_DET","Hanley Ramirez_BOS","Joey Gallo_TEX","Nomar Mazara_TEX","Miguel Cabrera_DET","Corey Seager_LAD","Shin-Soo Choo_TEX","David Peralta_ARI","Travis Shaw_MIL","Yoenis Cespedes_NYM","Adrian Beltre_TEX","Mitch Moreland_BOS","Chris Owings_ARI","Carlos Correa_HOU","Cody Bellinger_LAD","Mike Napoli_TEX","Dustin Pedroia_BOS","Carlos Gomez_TEX","Jonathan Lucroy_TEX","Yasmany Tomas_ARI","Dexter Fowler_STL","Pablo Sandoval_BOS","Jose Reyes_NYM","Elvis Andrus_TEX","Keon Broxton_MIL","Wil Myers_SD","Victor Martinez_DET","Yasmani Grandal_LAD","Delino DeShields_TEX","Rougned Odor_TEX","Chris Herrmann_ARI","Domingo Santana_MIL","David Wright_NYM","Asdrubal Cabrera_NYM","George Springer_HOU","Yasiel Puig_LAD","Chris Young_BOS","Hernan Perez_MIL","Brandon Drury_ARI","Curtis Granderson_NYM","Lucas Duda_NYM","Carlos Beltran_HOU","Justin Upton_DET","Josh Reddick_HOU","Marwin Gonzalez_HOU","Logan Forsythe_LAD","Stephen Piscotty_STL","Chris Taylor_LAD","Brock Holt_BOS","Rey Fuentes_ARI","Ian Kinsler_DET","Alex Bregman_HOU","Justin Turner_LAD","Matt Carpenter_STL","Robinson Chirinos_TEX","Sandy Leon_BOS","Jurickson Profar_TEX","Jeremy Hazelbaker_ARI","Nick Ahmed_ARI","Neil Walker_NYM","Ryan Schimpf_SD","Brian McCann_HOU","Alex Avila_DET","Nicholas Castellanos_DET","Ryan Rua_TEX","Eric Sogard_MIL","Wilmer Flores_NYM","Evan Gattis_HOU","Adrian Gonzalez_LAD","Franklin Gutierrez_LAD","Randal Grichuk_STL","Jedd Gyorko_STL","Joc Pederson_LAD","Aledmys Diaz_STL","Nick Franklin_MIL","Socrates Brito_ARI","Chase Utley_LAD","Tommy Pham_STL","Pete Kozma_TEX","Steve Selsky_BOS","Marco Hernandez_BOS","Brett Nicholas_TEX","Jared Hoying_TEX","Gregor Blanco_ARI","Jesus Aguilar_MIL","Orlando Arcia_MIL","Derek Fisher_HOU","Christian Vazquez_BOS","Jett Bandy_MIL","Travis d'Arnaud_NYM","Alex Dickerson_SD","Hunter Renfroe_SD","Andrew Romine_DET","James McCann_DET","Kolten Wong_STL","Trayce Thompson_LAD","Austin Barnes_LAD","Josh Rutledge_BOS","Sam Travis_BOS","Chris Iannetta_ARI","Manny Pina_MIL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Brandon Nimmo_NYM","TJ Rivera_NYM","Norichika Aoki_HOU","Kike Hernandez_LAD","Andrew Toles_LAD","Deven Marrero_BOS","Hanser Alberto_TEX","Daniel Descalso_ARI","Matt Szczur_SD","Jake Marisnick_HOU","JaCoby Jones_DET","Yuli Gurriel_HOU","Yadier Molina_STL","Jhonny Peralta_STL","Rob Segedin_LAD","Drew Stubbs_TEX","Juan Lagares_NYM","Yangervis Solarte_SD","Travis Jankowski_SD","Gavin Cecchini_NYM","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Tyler Collins_DET","Andre Ethier_LAD","Matt Reynolds_NYM","Cory Spangenberg_SD","Kevin Plawecki_NYM","Scott Van Slyke_LAD","Jose Martinez_STL","Harrison Bader_STL","Rene Rivera_NYM","Chase d'Arnaud_SD","Manuel Margot_SD","Jim Adduci_DET","Greg Garcia_STL","Drew Robinson_TEX","Christian Bethancourt_SD","Jose Iglesias_DET","Magneuris Sierra_STL","Jeff Mathis_ARI","Austin Hedges_SD","Allen Cordoba_SD","Carson Kelly_STL","Erick Aybar_SD","Jabari Blash_SD","Luis Sardinas_SD","Carlos Asuaje_SD","Eric Fryer_STL","Hector Sanchez_SD","Juan Centeno_HOU","Tony Kemp_HOU","Brett Eibner_LAD","Luis Torrens_SD"
70.3657505285412,4.32051282051282,0,31.089247311828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2631048387097,0,0,0,0,1.7012012012012,0,0,0,0,0,0,-2.33143939393939,0,0,0,0,0,0,0,0,0,0,5.66025641025641,0,0,0,0,0,0,0,9.07142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166666666666667,13.7792207792208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.9666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.1410256410256,0,0,0,0,0,0,0,0,0,0,19.2809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.314285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0
4.32051282051282,65.5195121951219,0,-3.17241379310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.1532258064516,0,0,0,0,-14.7174688057041,0,0,0,0,0,0,-0.158620689655172,0,0,0,0,0,0,0,0,0,0,50.3626373626374,0,0,0,0,0,0,0,13.2784090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-29.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65454545454545,0,0,0,0,0,0,0,0,0,0,-21.6636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,129.733333333333,0,0,0,0,0,0,-4.44704433497537,0,0,0,0,0,0,0,0,0,0,0,0,18.6,0,0,0,0,0,0,0,0,0,0,0,0,7.83903133903134,0,0,0,0,0,0,0,0,0,0,-2.23333333333333,0,0,0,0,0,-12.145,10.7472527472527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.95197044334975,0,0,0,0,0,0,15.9636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0457516339869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.10714285714286,0,0,0,0,0,0,0,0,2.83333333333333,0,-19.1666666666667,0,0,0,-4.99415204678363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.089247311828,-3.17241379310345,0,59.2540322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7687747035573,0,0,0,0,-5.20229885057471,0,0,0,0,0,0,-12.52,0,0,0,0,0,0,0,0,0,0,19.625,0,0,0,0,0,0,0,15.9692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.88181818181818,0,0,0,0,0,0,0,0,0,0,18.0416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,90.0398293029872,15.9941176470588,0,0,0,0,3.28656126482213,28.7428571428571,0,0,8.87126436781609,0,0,0,0,0,0,0,0,0,5.22521008403361,0,0,0,0,17.0864527629234,0,0,0,0,18.8653846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.5169590643275,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,23.6842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.1,0,0,0,0,0,0,5.92156862745098,0,0,0,0,0,0,0,0,0,10.625,0,0,0,0,0,0,0,0,0,0,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,15.9941176470588,40.7968253968254,0,0,0,0,4.70750988142292,21.1461675579323,0,0,6.29310344827586,0,0,0,0,0,0,0,0,0,10.2386363636364,0,0,0,0,9.43245967741935,0,0,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8803921568627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5730994152047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151515151515152,0,0,0,0,0,0,-2.91176470588235,0,0,0,0,0,0,0,0,0,4.625,0,0,0,0,0,0,0,0,0,0,-5.15555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,67.7243902439024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.7941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68768768768769,0,0,0,0,0,0,4.96302521008403,0,-11.7035984848485,-2.41485507246377,0,0,0,0,0,0,7.6966966966967,0,0,0,0,0,0,0,0,0,-3.66123188405797,0,0,0,0,0,4.8695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.195652173913,0,0,0,0,0,0,2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,86.9613445378151,-5.8030303030303,0,0,0,20.2898550724638,0,0,0,0,0,0,0,0,14.8286290322581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.1538461538462,0,0,0,0,0,0,-6.53666666666667,0,0,0,0,0,46.2683982683983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.4,0,0,0,0,0,0,0,0,0,0,4.06451612903226,0,0,-1.57894736842105,0,0,0,0,0,0,0,0,0,0,0,13.7380952380952,15.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-5.8030303030303,70.2523616734143,0,0,0,-29.3133333333333,0,0,0,0,0,0,0,0,1.18894830659537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3537634408602,0,0,0,0,0,0,-15.2275862068966,0,0,0,0,0,7.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.66666666666667,0,0,0,0,0,0,0,0,-1.46666666666667,0,0,0,0,0,0,0,0,0,-47.5833333333333,2.65953654188948,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,20.843137254902,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-4.44704433497537,0,0,0,0,0,0,100.327564102564,0,0,0,0,0,0,0,0,0,0,0,0,-21.5708333333333,0,0,0,0,0,0,0,0,0,0,0,0,-12.8787878787879,0,0,0,0,0,0,0,0,0,0,17.31,0,0,0,0,0,-4.28787878787879,-22.7134502923977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.5718349928876,0,0,0,0,0,0,20.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44.0958333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.24561403508772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.61904761904762,0,0,0,0,0,0,0,0,-5.83333333333333,0,-18.4,0,0,0,8.74269005847953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
