P,P,C,1B,2B,3B,SS,OF,OF,OF
Chris Archer,Dallas Keuchel,Salvador Perez,Freddie Freeman,Brad Miller,Mike Moustakas,Francisco Lindor,Michael Conforto,Kevin Kiermaier,Corey Dickerson
Chris Archer,Dallas Keuchel,Jason Castro,Eric Thames,Jonathan Villar,Mike Moustakas,Aledmys Diaz,Guillermo Heredia,Kevin Kiermaier,Corey Dickerson
Chris Archer,Dallas Keuchel,Jason Castro,Freddie Freeman,Jedd Gyorko,Mike Moustakas,Aledmys Diaz,Nelson Cruz,Michael Conforto,Shane Peterson
Chris Archer,Dallas Keuchel,Jett Bandy,Eric Thames,Josh Harrison,Mike Moustakas,Jean Segura,Josh Reddick,Michael Conforto,Corey Dickerson
Chris Archer,Dallas Keuchel,Geovany Soto,Freddie Freeman,Josh Harrison,Mike Moustakas,Aledmys Diaz,Ender Inciarte,Lonnie Chisenhall,Corey Dickerson
Chris Archer,Dallas Keuchel,Jett Bandy,Eric Thames,Brad Miller,Miguel Rojas,Aledmys Diaz,Nelson Cruz,Michael Conforto,Kevin Kiermaier
Chris Archer,Dallas Keuchel,Brian McCann,Eric Thames,Brad Miller,Mike Moustakas,Jean Segura,Ender Inciarte,Kevin Kiermaier,Shane Peterson
Chris Archer,Dallas Keuchel,Jason Castro,Freddie Freeman,Jedd Gyorko,Miguel Rojas,Jean Segura,Ender Inciarte,Kevin Kiermaier,Corey Dickerson
Chris Archer,Dallas Keuchel,Jett Bandy,Freddie Freeman,Jonathan Villar,Mike Moustakas,Alen Hanson,Nelson Cruz,Corey Dickerson,Tyler Collins
Chris Archer,Dallas Keuchel,Geovany Soto,Eric Thames,Jonathan Villar,Mike Moustakas,Francisco Lindor,Lonnie Chisenhall,Michael Conforto,Tyler Collins
Chris Archer,Dallas Keuchel,Brian McCann,Freddie Freeman,Brad Miller,Mike Moustakas,Aledmys Diaz,Josh Reddick,Guillermo Heredia,Joey Rickard
Chris Archer,Dallas Keuchel,Yadier Molina,Freddie Freeman,Jonathan Villar,Miguel Rojas,Aledmys Diaz,Michael Conforto,Corey Dickerson,Aaron Hicks
Chris Archer,Dallas Keuchel,Geovany Soto,Freddie Freeman,Jonathan Villar,Chase Headley,Jean Segura,Michael Conforto,Kevin Kiermaier,Shane Peterson
Dallas Keuchel,Tom Koehler,Yadier Molina,Freddie Freeman,Jonathan Villar,Mike Moustakas,Francisco Lindor,Nelson Cruz,Ender Inciarte,Michael Conforto
Noah Syndergaard,Dallas Keuchel,Jason Castro,Freddie Freeman,Brad Miller,Mike Moustakas,Jean Segura,Michael Conforto,Kevin Pillar,Steve Pearce
Chris Archer,Dallas Keuchel,Jett Bandy,Freddie Freeman,Neil Walker,Mike Moustakas,Jean Segura,Lonnie Chisenhall,Guillermo Heredia,Kevin Kiermaier
Chris Archer,Dallas Keuchel,Jason Castro,Eric Thames,Brad Miller,Martin Prado,Francisco Lindor,Nelson Cruz,Corey Dickerson,Shane Peterson
Noah Syndergaard,Dallas Keuchel,Jett Bandy,Freddie Freeman,Jedd Gyorko,Mike Moustakas,Aledmys Diaz,Kevin Kiermaier,Corey Dickerson,Kevin Pillar
Chris Archer,Dallas Keuchel,Geovany Soto,Carlos Santana,Jose Ramirez,Mike Moustakas,Aledmys Diaz,Josh Reddick,Michael Conforto,Kevin Kiermaier
Chris Archer,Dallas Keuchel,Jett Bandy,Freddie Freeman,Jose Ramirez,Mike Moustakas,Francisco Lindor,Ender Inciarte,Joey Rickard,Shane Peterson
Chris Archer,Dallas Keuchel,Roberto Perez,Eric Thames,Jedd Gyorko,Mike Moustakas,Tim Anderson,Michael Brantley,Michael Conforto,Kevin Kiermaier
Chris Archer,Dallas Keuchel,Jett Bandy,Freddie Freeman,Brad Miller,Chase Headley,Aledmys Diaz,Michael Brantley,Corey Dickerson,Shane Peterson
Chris Archer,Dallas Keuchel,Geovany Soto,Eric Thames,Jedd Gyorko,Chase Headley,Francisco Lindor,Josh Reddick,Kevin Kiermaier,Corey Dickerson
Chris Archer,Dallas Keuchel,Roberto Perez,Freddie Freeman,Kolten Wong,Mike Moustakas,Jean Segura,Ender Inciarte,Michael Conforto,Tyler Collins
Chris Archer,Dallas Keuchel,Roberto Perez,Freddie Freeman,Neil Walker,Jose Reyes,Aledmys Diaz,Josh Reddick,Kevin Kiermaier,Corey Dickerson
Chris Archer,Dallas Keuchel,Jason Castro,Freddie Freeman,Josh Harrison,Marwin Gonzalez,Francisco Lindor,Josh Reddick,Guillermo Heredia,Corey Dickerson
Chris Archer,Dallas Keuchel,Geovany Soto,Carlos Santana,Brad Miller,Mike Moustakas,Jean Segura,Nelson Cruz,Corey Dickerson,Joey Rickard
