"George Springer_HOU","Carlos Correa_HOU","Jose Altuve_HOU","Marcell Ozuna_MIA","Marwin Gonzalez_HOU","Eduardo Nunez_SF","Miguel Sano_MIN","Justin Bour_MIA","Starling Marte_PIT","Carlos Beltran_HOU","Mike Trout_LAA","Mike Moustakas_KC","Andrew McCutchen_PIT","Giancarlo Stanton_MIA","Josh Harrison_PIT","Kole Calhoun_LAA","Buster Posey_SF","JT Realmuto_MIA","Dee Gordon_MIA","Whit Merrifield_KC","Hunter Renfroe_SD","Christian Yelich_MIA","Josh Reddick_HOU","Evan Gattis_HOU","Yuli Gurriel_HOU","Lorenzo Cain_KC","Max Kepler_MIN","David Freese_PIT","Josh Bell_PIT","Adam Frazier_PIT","Brian McCann_HOU","Jorge Bonifacio_KC","Cameron Maybin_LAA","Andrelton Simmons_LAA","Brandon Belt_SF","CJ Cron_LAA","Salvador Perez_KC","Eric Hosmer_KC","Jorge Soler_KC","Joe Mauer_MIN","Martin Prado_MIA","Albert Pujols_LAA","Wil Myers_SD","Denard Span_SF","Robbie Grossman_MIN","Brian Dozier_MIN","Jordy Mercer_PIT","Derek Dietrich_MIA","Gregory Polanco_PIT","Jefry Marte_LAA","Cheslor Cuthbert_KC","Manuel Margot_SD","Hunter Pence_SF","Brandon Crawford_SF","Alen Hanson_PIT","Yunel Escobar_LAA","Danny Espinosa_LAA","Derek Fisher_HOU","Paulo Orlando_KC","Yangervis Solarte_SD","Billy Burns_KC","Alex Dickerson_SD","Austin Hedges_SD","Joe Panik_SF","John Jaso_PIT","Ryan Schimpf_SD","Jose Osuna_PIT","JT Riddle_MIA","Brandon Moss_KC","Nick Hundley_SF","Jason Castro_MIN","Kennys Vargas_MIN","Jarrett Parker_SF","Christian Arroyo_SF","Francisco Cervelli_PIT","Jake Marisnick_HOU","Travis Jankowski_SD","Jorge Polanco_MIN","Eddie Rosario_MIN","Destin Hood_MIA","Danny Ortiz_PIT","Tyler Moore_MIA","Kevin Newman_PIT","Alex Bregman_HOU","Matt Szczur_SD","Ryan O'Hearn_KC","Mac Williamson_SF","Ichiro Suzuki_MIA","Tomas Telis_MIA","Luis Valbuena_LAA","Norichika Aoki_HOU","Alex Gordon_KC","Chase d'Arnaud_SD","Terrance Gore_KC","Kelby Tomlinson_SF","Christian Colon_MIA","Steve Lombardozzi_MIA","Elias Diaz_PIT","Adeiny Hechavarria_MIA","Ben Revere_LAA","Christian Bethancourt_SD","AJ Ellis_MIA","Phil Gosselin_PIT","Chris Bostick_PIT","Austin Meadows_PIT","JD Davis_HOU","Cory Spangenberg_SD","Allen Cordoba_SD","Aaron Hill_SF","Gorkys Hernandez_SF","Eduardo Escobar_MIN","Byron Buxton_MIN","Mike Aviles_MIA","Eric Young_LAA","Martin Maldonado_LAA","Nolan Fontana_LAA","Erick Aybar_SD","Franchy Cordero_SD","Raul Mondesi_KC","Conor Gillaspie_SF","Gift Ngoepe_PIT","Brian Anderson_MIA","Shane Robinson_LAA","Juan Graterol_LAA","Kyle Tucker_HOU","Jabari Blash_SD","Jose Pirela_SD","Luis Urias_SD","Justin Ruggiano_SF","Miguel Rojas_MIA","Jacob Stallings_PIT","Max Moroff_PIT","Carlos Perez_LAA","Colin Moran_HOU","Hector Sanchez_SD","Ramon Torres_KC","Michael Morse_SF","Chris Gimenez_MIN","Daniel Palka_MIN","Austin Slater_SF","Nick Gordon_MIN","Chris Stewart_PIT","John Bormann_PIT","Juan Centeno_HOU","Teoscar Hernandez_HOU","Tony Kemp_HOU","Alcides Escobar_KC","Drew Butera_KC","Jose Rondon_SD","Hunter Dozier_KC","Tim Federowicz_SF","Ehire Adrianza_MIN","Orlando Calixte_SF","Cliff Pennington_LAA","David Fletcher_LAA","Carlos Asuaje_SD","Luis Torrens_SD","Chris Marrero_SF"
76.8141176470588,24.3848484848485,-0.732941176470588,0,18.747311827957,0,0,0,0,3.69337979094077,0,0,0,0,0,0,0,0,0,0,0,0,-4.13461538461539,35.1057471264368,0,0,0,0,0,0,-1.66137566137566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.77777777777778,0,0,0,0,0,0,0,8.55555555555556,0,0,0,0,0,0,13.4795698924731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.3848484848485,59.6421568627451,-6.44163265306122,0,17.0689655172414,0,0,0,0,16.4784053156146,0,0,0,0,0,0,0,0,0,0,0,0,17.7142857142857,17.6942528735632,0,0,0,0,0,0,-10.2121212121212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2456140350877,0,0,0,0,0,0,0,6.4975845410628,0,0,0,0,0,0,1.07661290322581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.732941176470588,-6.44163265306122,65.712987012987,0,-0.331550802139037,0,0,0,0,11.6246376811594,0,0,0,0,0,0,0,0,0,0,0,0,-8.31818181818182,4.93548387096774,0,0,0,0,0,0,-13.6979166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36796536796537,0,0,0,0,0,0,0,8.28,0,0,0,0,0,0,13.319073083779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,72.9996753246753,0,0,0,5.46859903381643,0,0,0,0,0,5.87002096436059,0,0,0,7.06376811594203,13.9660633484163,0,0,19.7636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.14761904761905,0,0,0,0,0,0,-10.0563063063063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82193732193732,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5714285714286,0,0,0,0,0,10.0666666666667,0,0,0,0,0,0,0,6,0,0,-2.85,0,0,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.1142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.747311827957,17.0689655172414,-0.331550802139037,0,73.2087301587302,0,0,0,0,27.6880341880342,0,0,0,0,0,0,0,0,0,0,0,0,0.0553846153846154,20.8787878787879,0,0,0,0,0,0,-4.27705627705628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357142857142857,0,0,0,0,0,0,0,4.44827586206897,0,0,0,0,0,0,2.18947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,45.726948051948,0,0,0,0,0,0,0,0,0,0,2.33580018501388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.72235294117647,0,0,0,0,0,0,0,0,11.7741935483871,0,0,0,0,0,0,0,0,8.22816399286988,16.8461538461538,0,0,0,0,0,0,0,0,0,15.0582482993197,0,0,0,0,0,8.89705882352941,0,0,-7,0.329230769230769,0,0,0,0,0,0,0,0,0,0,0,0,5.26785714285714,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.6666666666667,7.64833333333333,0,0,0,0,0,0,0,0,0,20.2,0,0,0,0,0,0,0,0,-6.4,0,0,0,0,0,0,0,-9,0,0,86.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,17.375
0,0,0,0,0,0,81.8803986710963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5322822822823,0,0,0,0,0,0,0,0,0,0,0,0,18.6088588588589,0,0,0,0,11.4670231729055,-1.04878048780488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71182266009852,10.452380952381,0,0,0,0,0,11.2063492063492,-4.27142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6959064327485,10.4352773826458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0
0,0,0,5.46859903381643,0,0,0,88.9526570048309,0,0,0,0,0,8.70295983086681,0,0,0,9.68825910931174,21.2200929152149,0,0,17.712077294686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68131868131868,0,0,0,0,0,0,9.85862068965517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46491228070175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,0,0,0,0,0,0,0,-6,0,0,-3.84285714285714,0,0,24.5178571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.96969696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,107.672727272727,0,0,0,10.8272727272727,0,22.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0,-21.5416666666667,23.4166666666667,40.4027777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,-2.97619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.69337979094077,16.4784053156146,11.6246376811594,0,27.6880341880342,0,0,0,0,58.3885291396855,0,0,0,0,0,0,0,0,0,0,0,0,13.3143669985775,-5.38142292490119,0,0,0,0,0,0,-14.5238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.09803921568627,0,0,0,0,0,0,0,1.39895470383275,0,0,0,0,0,0,-15.4444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
