"Charlie Blackmon_COL","AJ Pollock_ARI","Paul Goldschmidt_ARI","Nolan Arenado_COL","Jake Lamb_ARI","Ian Desmond_COL","DJ LeMahieu_COL","Carlos Gonzalez_COL","David Peralta_ARI","Yasmany Tomas_ARI","Mark Reynolds_COL","Chris Owings_ARI","Trevor Story_COL","Brandon Drury_ARI","David Dahl_COL","Wil Myers_SD","Corey Seager_LAD","Gerardo Parra_COL","Chris Herrmann_ARI","Stephen Cardullo_COL","Raimel Tapia_COL","Adrian Gonzalez_LAD","Justin Turner_LAD","Yasiel Puig_LAD","Dustin Garneau_COL","Logan Forsythe_LAD","Joc Pederson_LAD","Tom Murphy_COL","Ryan Schimpf_SD","Chris Iannetta_ARI","Yangervis Solarte_SD","Pat Valaika_COL","Chase Utley_LAD","Franklin Gutierrez_LAD","Yasmani Grandal_LAD","Manuel Margot_SD","Daniel Descalso_ARI","Alex Dickerson_SD","Hunter Renfroe_SD","Jeremy Hazelbaker_ARI","Tony Wolters_COL","Nick Ahmed_ARI","Andrew Toles_LAD","Cory Spangenberg_SD","Chris Taylor_LAD","Cody Bellinger_LAD","Trayce Thompson_LAD","Kike Hernandez_LAD","Ryan Hanigan_COL","Cristhian Adames_COL","Socrates Brito_ARI","Travis Jankowski_SD","Austin Barnes_LAD","Jeff Mathis_ARI","Alexi Amarista_COL","Rob Segedin_LAD","Andre Ethier_LAD","Scott Van Slyke_LAD","Christian Bethancourt_SD","Austin Hedges_SD","Erick Aybar_SD","Luis Sardinas_SD","Allen Cordoba_SD","Jabari Blash_SD","Hector Sanchez_SD","Brett Eibner_LAD","Luis Torrens_SD"
57.8875661375661,0,0,6.31084656084656,0,75.8,4.55538461538462,20.0016666666667,0,0,10.4416666666667,0,4.90666666666667,0,0,0,0,17.8315789473684,0,5.4,0,0,0,0,12.3712121212121,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0
0,64.4900284900285,35.9107692307692,0,-5.68840579710145,0,0,0,9.2953216374269,-14.1739130434783,0,-6.59166666666667,0,12.1082251082251,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,-13.9583333333333,0,0,0,0,0,0,18.1785714285714,0,0,0,0,16.1727272727273,0,0,0,0,0,0,0,0,0,0,0,9.05494505494505,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35.9107692307692,78.3264367816092,0,3.86467236467236,0,0,0,20.1580086580087,-3.29446640316206,0,-1.68166666666667,0,13.3666666666667,0,0,0,0,16.1071428571429,0,0,0,0,0,0,0,0,0,0,-23.0636363636364,0,0,0,0,0,0,12.6363636363636,0,0,-0.166666666666667,0,3,0,0,0,0,0,0,0,0,0,0,0,0.467032967032967,0,0,0,0,0,0,0,0,0,0,0,0,0
6.31084656084656,0,0,58.0251322751323,0,48.55,-5.46153846153846,-3.54333333333333,0,0,2.10833333333333,0,6.08666666666667,0,0,0,0,1.31578947368421,0,14.05,0,0,0,0,-3.81060606060606,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,-3.34285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
0,-5.68840579710145,3.86467236467236,0,52.2169312169312,0,0,0,19.5714285714286,1.15,0,-30.2529644268775,0,12.8201581027668,0,0,0,0,47.3194444444444,0,0,0,0,0,0,0,0,0,0,-7.25,0,0,0,0,0,0,-35.4285714285714,0,0,6,0,-13.3636363636364,0,0,0,0,0,0,0,0,0,0,0,-6.36263736263736,0,0,0,0,0,0,0,0,0,0,0,0,0
75.8,0,0,48.55,0,167.7,50.5,5.33333333333333,0,0,-17,0,-7,0,0,0,0,-32.1666666666667,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,0,0,0,0
4.55538461538462,0,0,-5.46153846153846,0,50.5,38.1738461538462,3.27272727272727,0,0,15.6897233201581,0,4.30237154150198,0,0,0,0,-6.73529411764706,0,2.5,0,0,0,0,6.25454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879120879120879,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
20.0016666666667,0,0,-3.54333333333333,0,5.33333333333333,3.27272727272727,20.5766666666667,0,0,2.20779220779221,0,7.22510822510823,0,0,0,0,9.14338235294118,0,-7.66666666666667,0,0,0,0,-1.47222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0
0,9.2953216374269,20.1580086580087,0,19.5714285714286,0,0,0,81.3162055335968,30.9227941176471,0,5.97385620915033,0,18.7690058479532,0,0,0,0,66.3333333333333,0,0,0,0,0,0,0,0,0,0,-3.66666666666667,0,0,0,0,0,0,-22.8035714285714,0,0,36.4166666666667,0,-16,0,0,0,0,0,0,0,0,0,0,0,-17.7727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-14.1739130434783,-3.29446640316206,0,1.15,0,0,0,30.9227941176471,78.6938405797101,0,25.3241106719368,0,19.4571428571429,0,0,0,0,-36.8333333333333,0,0,0,0,0,0,0,0,0,0,6.32142857142857,0,0,0,0,0,0,17.4,0,0,0,0,-9.375,0,0,0,0,0,0,0,0,0,0,0,2.6025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0
10.4416666666667,0,0,2.10833333333333,0,-17,15.6897233201581,2.20779220779221,0,0,80.5833333333333,0,12.8932806324111,0,0,0,0,3.95588235294118,0,0.1,0,0,0,0,5.11111111111111,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,9.77472527472528,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0
0,-6.59166666666667,-1.68166666666667,0,-30.2529644268775,0,0,0,5.97385620915033,25.3241106719368,0,99.2138461538461,0,4.65,0,0,0,0,-53.7142857142857,0,0,0,0,0,0,0,0,0,0,-27.3571428571429,0,0,0,0,0,0,38.1785714285714,0,0,0,0,-0.0972222222222222,0,0,0,0,0,0,0,0,0,0,0,-8.59340659340659,0,0,0,0,0,0,0,0,0,0,0,0,0
4.90666666666667,0,0,6.08666666666667,0,-7,4.30237154150198,7.22510822510823,0,0,12.8932806324111,0,38.6566666666667,0,0,0,0,3.88235294117647,0,-10.25,0,0,0,0,-3.18181818181818,0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,4.46153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12.1082251082251,13.3666666666667,0,12.8201581027668,0,0,0,18.7690058479532,19.4571428571429,0,4.65,0,35.1815384615385,0,0,0,0,15.5,0,0,0,0,0,0,0,0,0,0,-12.3555555555556,0,0,0,0,0,0,31.047619047619,0,0,50.1666666666667,0,1.13636363636364,0,0,0,0,0,0,0,0,0,0,0,5.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.9729064039409,0,0,0,0,0,0,0,0,0,0,0,0,-0.683333333333333,0,5.67733990147783,0,0,0,0,6.85185185185185,0,0,0.64021164021164,0,0,0,0,-21.4285714285714,0,0,0,0,0,0,0,-8.87179487179487,0,0,0,0,0,0,0,10.5398550724638,-5.34461538461538,10.5,-7.9,-12.6428571428571,0,0,19.3333333333333
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.7615384615385,0,0,0,0,11.3857142857143,26.7667984189723,8.57833333333333,0,37.7909090909091,42.0545454545455,0,0,0,0,0,2.18939393939394,14.8333333333333,32.3333333333333,0,0,0,0,0,0,0,1.07142857142857,0,-5.2,-19.4027777777778,0,0,0,0,0,0,37.5,0,0,0,0,-11.3333333333333,0,0,0,0,0,0,0,0,0
