"Miguel Sano_MIN","Tommy Pham_STL","Brian Dozier_MIN","Paul DeJong_STL","Lorenzo Cain_KC","Melky Cabrera_KC","Dexter Fowler_STL","Ryan Braun_MIL","Yadier Molina_STL","Whit Merrifield_KC","Mike Moustakas_KC","Aledmys Diaz_STL","Luke Voit_STL","Eric Thames_MIL","Alex Mejia_STL","Robbie Grossman_MIN","Travis Shaw_MIL","Brandon Moss_KC","Matt Carpenter_STL","Joe Mauer_MIN","Domingo Santana_MIL","Kennys Vargas_MIN","Orlando Arcia_MIL","Jose Martinez_STL","Eric Hosmer_KC","Hernan Perez_MIL","Jonathan Villar_MIL","Kolten Wong_STL","Jorge Soler_KC","Keon Broxton_MIL","Jesus Aguilar_MIL","Eddie Rosario_MIN","Randal Grichuk_STL","Eduardo Escobar_MIN","Jorge Bonifacio_KC","Cheslor Cuthbert_KC","Stephen Vogt_MIL","Jason Castro_MIN","Paulo Orlando_KC","Billy Burns_KC","Max Kepler_MIN","Byron Buxton_MIN","Salvador Perez_KC","Jedd Gyorko_STL","Harrison Bader_STL","Ehire Adrianza_MIN","Michael Reed_MIL","Alex Gordon_KC","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Greg Garcia_STL","Ryan O'Hearn_KC","Manny Pina_MIL","Ramon Torres_KC","Terrance Gore_KC","Magneuris Sierra_STL","Hunter Dozier_KC","Eric Sogard_MIL","Jorge Polanco_MIN","Jacob Nottingham_MIL","Stephen Piscotty_STL","Carson Kelly_STL","Chris Gimenez_MIN","Jett Bandy_MIL","Corey Ray_MIL","Eric Fryer_STL","Zack Granite_MIN","Drew Butera_KC","Raul Mondesi_KC","Anthony Recker_MIN","Yadiel Rivera_MIL","Daniel Palka_MIN","Alcides Escobar_KC","Lewis Brinson_MIL","Cam Gallagher_KC","Brett Phillips_MIL","Ryan Cordell_MIL"
70.2042315603879,0,0.0722522522522522,0,0,0,0,0,0,0,0,0,0,0,0,8.18377976190476,0,0,0,17.7926277702397,0,4.95935960591133,0,0,0,0,0,0,0,0,0,-5.8574168797954,0,12.6960034013605,0,0,0,2.06110102843315,0,0,24.6871270247229,10.5510912698413,0,0,0,11.2083333333333,0,0,0,0,0,0,0,0,0,0,0,0,10.6636469900643,0,0,0,4.10461538461538,0,0,0,4.84615384615385,0,0,0,0,0,0,0,0,0,0
0,76.0673836698859,0,7.74009661835749,0,0,0.65015015015015,0,2.82077922077922,0,0,-10.7460317460317,22.9340659340659,0,-171,0,0,0,7.54204124801692,0,0,0,0,4.63333333333333,0,0,0,7.41397849462366,0,0,0,0,-2.81996434937611,0,0,0,0,0,0,0,0,0,0,21.5350649350649,24.75,0,0,0,0,0,4.21376811594203,0,0,0,0,-22.7222222222222,0,0,0,0,0.8125,0,0,0,0,3.44444444444444,0,0,0,0,0,0,0,0,0,0,0
0.0722522522522522,0,53.5771545827633,0,0,0,0,0,0,0,0,0,0,0,0,9.70769230769231,0,0,0,8.0884484228474,0,8.42610837438424,0,0,0,0,0,0,0,0,0,11.2941649899396,0,4.39372549019608,0,0,0,6.5134849286092,0,0,17.887323943662,5.05952380952381,0,0,0,-0.522058823529412,0,0,0,0,0,0,0,0,0,0,0,0,3.07118644067797,0,0,0,2.79692307692308,0,0,0,-6.88571428571429,0,0,0,0,0,0,0,0,0,0
0,7.74009661835749,0,59.5796078431373,0,0,20.6752136752137,0,-0.488372093023256,0,0,-4.64327485380117,-4.87912087912088,0,19,0,0,0,8.79323671497585,0,0,0,0,13.4842105263158,0,0,0,1.76190476190476,0,0,0,0,6.31620553359684,0,0,0,0,0,0,0,0,0,0,7.87012195121951,22.2,0,0,0,0,0,7.575,0,0,0,0,-15.5,0,0,0,0,-15.9448275862069,0,0,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,54.5235745614035,57.25,0,0,0,4.62784810126582,2.31475541299118,0,0,0,0,0,0,6.17814207650273,0,0,0,0,0,0,8.68353863381859,0,0,0,-2.55,0,0,0,0,0,-5.31913959613696,6.71929824561404,0,0,-0.354545454545455,0,0,0,10.4329056402032,0,0,0,0,7.81395348837209,0,0,0,0,0,2.37777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83571428571429,9.94444444444444,0,0,0,7.22379385964912,0,0,0,0
0,0,0,0,57.25,106.266666666667,0,0,0,75.0666666666667,-0.533333333333333,0,0,0,0,0,0,1.25,0,0,0,0,0,0,84.8,0,0,0,0,0,0,0,0,0,29.1666666666667,0,0,0,0,0,0,0,6.45,0,0,0,0,-21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6666666666667,0,0,0,0
0,0.65015015015015,0,20.6752136752137,0,0,60.3213345039508,0,6.18451300665457,0,0,-4.43450980392157,-4.86666666666667,0,0,0,0,0,-5.92404371584699,0,0,0,0,2.17916666666667,0,0,0,5.37387387387387,0,0,0,0,-4.02857142857143,0,0,0,0,0,0,0,0,0,0,-1.8030303030303,0,0,0,0,0,0,12.1307189542484,0,0,0,0,18.5952380952381,0,0,0,0,7.71987315010571,0,0,0,0,-3.33333333333333,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,71.5082352941177,0,0,0,0,0,19.8947951273533,0,0,0.337209302325581,0,0,0,13.7768549280177,0,5.08510638297872,0,0,0.430769230769231,-8.08036984352774,0,0,-9.92602495543672,41.7272727272727,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,-12.0833333333333,0,0,0,12.9677419354839,0,0,0,0,-6.95833333333333,0,0,0,0,0,29.952380952381,0,0,0,0,0,0,0,0,0,-25.3333333333333,0,-28.8,0
0,2.82077922077922,0,-0.488372093023256,0,0,6.18451300665457,0,42.5674418604651,0,0,1.59724238026125,40.1868131868132,0,47.5,0,0,0,5.1109022556391,0,0,0,0,10.3923076923077,0,0,0,12.2898550724638,0,0,0,0,-1.3987012987013,0,0,0,0,0,0,0,0,0,0,2.05403348554034,18.55,0,0,0,0,0,4.16190476190476,0,0,0,0,-14.5777777777778,0,0,0,0,5.47714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.62784810126582,75.0666666666667,0,0,0,57.2274509803922,2.36466165413534,0,0,0,0,0,0,1.55529411764706,0,0,0,0,0,0,15.6609294320138,0,0,0,2.12857142857143,0,0,0,0,0,1.51960784313725,6.125,0,0,0,0,0,0,1.88648648648649,0,0,0,0,12.22,0,0,0,0,0,8.24444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0166666666667,0,0,0,0,10.6910364145658,0,0,0,0
