"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SP","Clayton Kershaw",14300,"LAD@SF 10:15PM ET",27.788,"LAD"
"SP","Madison Bumgarner",12400,"LAD@SF 10:15PM ET",20.813,"SF"
"SP","Johnny Cueto",11500,"LAD@SF 10:15PM ET",13.9,"SF"
"SP","Rich Hill",11200,"LAD@SF 10:15PM ET",11.4,"LAD"
"SP","Kenta Maeda",10200,"LAD@SF 10:15PM ET",8.338,"LAD"
"SP","Hyun-Jin Ryu",9100,"LAD@SF 10:15PM ET",11.167,"LAD"
"SP","Jeff Samardzija",9000,"LAD@SF 10:15PM ET",12.988,"SF"
"SP","Julio Urias",8900,"LAD@SF 10:15PM ET",0,"LAD"
"SP","Matt Shoemaker",8600,"Oak@LAA 10:07PM ET",11.488,"LAA"
"SP","Garrett Richards",8600,"Oak@LAA 10:07PM ET",16.1,"LAA"
"SP","Jharel Cotton",8300,"Oak@LAA 10:07PM ET",11.3,"Oak"
"SP","Tyler Skaggs",8200,"Oak@LAA 10:07PM ET",15.088,"LAA"
"SP","Sean Manaea",8200,"Oak@LAA 10:07PM ET",16.713,"Oak"
"SP","Zack Greinke",8100,"SD@Ari 09:40PM ET",16.5,"Ari"
"SP","Robbie Ray",8100,"SD@Ari 09:40PM ET",20.863,"Ari"
"SP","Matt Moore",8000,"LAD@SF 10:15PM ET",9.388,"SF"
"SP","Sonny Gray",7900,"Oak@LAA 10:07PM ET",0,"Oak"
"SP","Alex Wood",7900,"LAD@SF 10:15PM ET",10.638,"LAD"
"SP","Brandon McCarthy",7800,"LAD@SF 10:15PM ET",17.63,"LAD"
"SP","Taijuan Walker",7700,"SD@Ari 09:40PM ET",15.038,"Ari"
"SP","Scott Kazmir",7700,"LAD@SF 10:15PM ET",0,"LAD"
"SP","Ricky Nolasco",7200,"Oak@LAA 10:07PM ET",11.75,"LAA"
"SP","Daniel Mengden",6800,"Oak@LAA 10:07PM ET",0,"Oak"
"SP","Archie Bradley",6800,"SD@Ari 09:40PM ET",8.98,"Ari"
"SP","Jesse Chavez",6700,"Oak@LAA 10:07PM ET",8.96,"LAA"
"SP","Kendall Graveman",6100,"Oak@LAA 10:07PM ET",17.7,"Oak"
"SP","Anthony Banda",6100,"SD@Ari 09:40PM ET",0,"Ari"
"SP","Shelby Miller",5800,"SD@Ari 09:40PM ET",14.575,"Ari"
"SP","Jered Weaver",5700,"SD@Ari 09:40PM ET",10.838,"SD"
"RP","Ty Blach",5600,"LAD@SF 10:15PM ET",0.936,"SF"
"SP","Jesse Hahn",5500,"Oak@LAA 10:07PM ET",15.767,"Oak"
"SP","Ross Stripling",5500,"LAD@SF 10:15PM ET",4.8,"LAD"
"SP","Brock Stewart",5400,"LAD@SF 10:15PM ET",0,"LAD"
"OF","Mike Trout",5300,"Oak@LAA 10:07PM ET",10.571,"LAA"
"SP","Matt Cain",5300,"LAD@SF 10:15PM ET",12.983,"SF"
"SP","Zach Lee",5200,"SD@Ari 09:40PM ET",4.8,"SD"
"SP","Clayton Richard",5100,"SD@Ari 09:40PM ET",16.25,"SD"
"SP","Jhoulys Chacin",5100,"SD@Ari 09:40PM ET",11.788,"SD"
"RP","Chris Stratton",5100,"LAD@SF 10:15PM ET",12.15,"SF"
"SP","Daniel Wright",5000,"Oak@LAA 10:07PM ET",6.825,"LAA"
"SP","Patrick Corbin",5000,"SD@Ari 09:40PM ET",11.925,"Ari"
"1B","Paul Goldschmidt",5000,"SD@Ari 09:40PM ET",9.75,"Ari"
"SP","Albert Suarez",5000,"LAD@SF 10:15PM ET",0,"SF"
"SP","Cesar Valdez",4900,"Oak@LAA 10:07PM ET",6.8,"Oak"
"1B","Wil Myers",4900,"SD@Ari 09:40PM ET",9.45,"SD"
"SP","Abel De los Santos",4800,"Oak@LAA 10:07PM ET",0,"LAA"
"SP","Luis Perdomo",4800,"SD@Ari 09:40PM ET",7.125,"SD"
"SP","Yusmeiro Petit",4700,"Oak@LAA 10:07PM ET",5.75,"LAA"
"SP","Bud Norris",4700,"Oak@LAA 10:07PM ET",3.239,"LAA"
"SP","Alex Meyer",4700,"Oak@LAA 10:07PM ET",6.65,"LAA"
"SP","Robbie Erlin",4600,"SD@Ari 09:40PM ET",0,"SD"
"SP","Raul Alcantara",4500,"Oak@LAA 10:07PM ET",-5.483,"Oak"
"RP","Sergio Romo",4500,"LAD@SF 10:15PM ET",0.556,"LAD"
"RP","Kenley Jansen",4500,"LAD@SF 10:15PM ET",3.75,"LAD"
"RP","Josh Ravin",4500,"LAD@SF 10:15PM ET",0,"LAD"
"RP","Chris Hatcher",4500,"LAD@SF 10:15PM ET",5.875,"LAD"
"RP","Josh Fields",4500,"LAD@SF 10:15PM ET",4.683,"LAD"
"RP","Pedro Baez",4500,"LAD@SF 10:15PM ET",5.45,"LAD"
"RP","Luis Avilan",4500,"LAD@SF 10:15PM ET",1.911,"LAD"
"RP","Grant Dayton",4500,"LAD@SF 10:15PM ET",2.75,"LAD"
"RP","Adam Liberatore",4500,"LAD@SF 10:15PM ET",0,"LAD"
"SP","Andrew Triggs",4400,"Oak@LAA 10:07PM ET",15.613,"Oak"
"RP","Ryan Madson",4400,"Oak@LAA 10:07PM ET",3.388,"Oak"
"RP","Santiago Casilla",4400,"Oak@LAA 10:07PM ET",2.875,"Oak"
"RP","John Axford",4400,"Oak@LAA 10:07PM ET",0,"Oak"
"RP","Sean Doolittle",4400,"Oak@LAA 10:07PM ET",3.786,"Oak"
"RP","Liam Hendriks",4400,"Oak@LAA 10:07PM ET",0.636,"Oak"
"RP","Daniel Coulombe",4400,"Oak@LAA 10:07PM ET",1.163,"Oak"
"RP","Frankie Montas",4400,"Oak@LAA 10:07PM ET",3.286,"Oak"
"RP","Ryan Dull",4400,"Oak@LAA 10:07PM ET",3.325,"Oak"
"SP","Christian Friedrich",4400,"SD@Ari 09:40PM ET",0,"SD"
"OF","A.J. Pollock",4300,"SD@Ari 09:40PM ET",9.111,"Ari"
"SP","J.C. Ramirez",4200,"Oak@LAA 10:07PM ET",6.467,"LAA"
"RP","Huston Street",4200,"Oak@LAA 10:07PM ET",0,"LAA"
"RP","Deolis Guerra",4200,"Oak@LAA 10:07PM ET",2.11,"LAA"
"RP","Andrew Bailey",4200,"Oak@LAA 10:07PM ET",4.113,"LAA"
"RP","Blake Parker",4200,"Oak@LAA 10:07PM ET",3.9,"LAA"
"RP","Jose Alvarez",4200,"Oak@LAA 10:07PM ET",2.182,"LAA"
"RP","Brooks Pounders",4200,"Oak@LAA 10:07PM ET",-2.6,"LAA"
"RP","Mike Morin",4200,"Oak@LAA 10:07PM ET",0.9,"LAA"
"RP","Kirby Yates",4200,"Oak@LAA 10:07PM ET",-0.95,"LAA"
"RP","Cam Bedrosian",4200,"Oak@LAA 10:07PM ET",5.567,"LAA"
"SP","Jarred Cosart",4200,"SD@Ari 09:40PM ET",4.117,"SD"
"SP","Jake Esch",4200,"SD@Ari 09:40PM ET",-1.2,"SD"
"RP","George Kontos",4200,"LAD@SF 10:15PM ET",1.188,"SF"
"RP","Mark Melancon",4200,"LAD@SF 10:15PM ET",2.62,"SF"
"RP","Neil Ramirez",4200,"LAD@SF 10:15PM ET",2.25,"SF"
"RP","Cory Gearrin",4200,"LAD@SF 10:15PM ET",2.742,"SF"
"RP","Hunter Strickland",4200,"LAD@SF 10:15PM ET",3.419,"SF"
"RP","Derek Law",4200,"LAD@SF 10:15PM ET",2.444,"SF"
"RP","Steven Okert",4200,"LAD@SF 10:15PM ET",1.27,"SF"
"1B","Albert Pujols",4100,"Oak@LAA 10:07PM ET",7,"LAA"
"3B","Jake Lamb",4100,"SD@Ari 09:40PM ET",10.474,"Ari"
"SP","Jorge De La Rosa",4000,"SD@Ari 09:40PM ET",2.633,"Ari"
"SP","Trevor Cahill",4000,"SD@Ari 09:40PM ET",20.417,"SD"
"SP","Cesar Vargas",4000,"SD@Ari 09:40PM ET",0,"SD"
"RP","Fernando Rodney",4000,"SD@Ari 09:40PM ET",2.263,"Ari"
"RP","Tom Wilhelmsen",4000,"SD@Ari 09:40PM ET",0.772,"Ari"
"RP","Craig Stammen",4000,"SD@Ari 09:40PM ET",0.475,"SD"
