"Anthony Rizzo_CHC","Steven Souza_TB","Willson Contreras_CHC","Corey Dickerson_TB","Cody Bellinger_LAD","Ryan Zimmerman_WAS","Kris Bryant_CHC","Anthony Rendon_WAS","Bryce Harper_WAS","Logan Morrison_TB","Chris Taylor_LAD","Daniel Murphy_WAS","Lucas Duda_TB","Corey Seager_LAD","Trea Turner_WAS","Evan Longoria_TB","Javier Baez_CHC","Ian Happ_CHC","Kyle Schwarber_CHC","Michael Conforto_NYM","Austin Barnes_LAD","Brian Goodwin_WAS","Ryan Braun_MIL","Yasiel Puig_LAD","Howie Kendrick_WAS","Eric Thames_MIL","Adam Eaton_WAS","Domingo Santana_MIL","Justin Turner_LAD","Curtis Granderson_NYM","Jay Bruce_NYM","Travis Shaw_MIL","Adrian Gonzalez_LAD","Yoenis Cespedes_NYM","Asdrubal Cabrera_NYM","Adam Lind_WAS","Wilmer Difo_WAS","Kike Hernandez_LAD","Joc Pederson_LAD","Jayson Werth_WAS","Jesus Aguilar_MIL","Jonathan Villar_MIL","Hernan Perez_MIL","Michael Taylor_WAS","Kevin Kiermaier_TB","Colby Rasmus_TB","Chase Utley_LAD","Peter O'Brien_LAD","Franklin Gutierrez_LAD","David Wright_NYM","Victor Caratini_CHC","Ben Zobrist_CHC","Matt Duffy_TB","Mallex Smith_TB","Addison Russell_CHC","Jason Heyward_CHC","Mark Zagunis_CHC","Albert Almora_CHC","Ryan Raburn_WAS","Keon Broxton_MIL","Stephen Vogt_MIL","Manny Pina_MIL","Trevor Plouffe_TB","Yasmani Grandal_LAD","Trayce Thompson_LAD","Wilmer Flores_NYM","Alex Avila_CHC","Jon Jay_CHC","Jake Bauers_TB","Peter Bourjos_TB","Logan Forsythe_LAD","Andrew Toles_LAD","Willie Calhoun_LAD","Tommy La Stella_CHC","Michael Reed_MIL","Wilson Ramos_TB","Alex Verdugo_LAD","Rob Segedin_LAD","Jose Reyes_NYM","Travis d'Arnaud_NYM","Andrew Susac_MIL","Kirk Nieuwenhuis_MIL","Eric Sogard_MIL","Derek Norris_TB","Brad Miller_TB","Andre Ethier_LAD","Amed Rosario_NYM","Jose Lobaton_WAS","Stephen Drew_WAS","Orlando Arcia_MIL","Jesus Sucre_TB","Rickie Weeks_TB","Brandon Nimmo_NYM","TJ Rivera_NYM","Neil Walker_NYM","Jacob Nottingham_MIL","Lewis Brinson_MIL","Curt Casali_TB","Adeiny Hechavarria_TB","Chris Heisey_WAS","Corey Ray_MIL","Daniel Robertson_TB","Gavin Cecchini_NYM","Juan Lagares_NYM","Pedro Severino_WAS","Adrian Sanchez_WAS","Rafael Bautista_WAS","Matt Wieters_WAS","Yadiel Rivera_MIL","Brett Phillips_MIL","Matt Reynolds_NYM","Kevin Plawecki_NYM","Jett Bandy_MIL","Ryan Cordell_MIL","Mike Freeman_LAD","Shane Peterson_TB","Kyle Farmer_LAD","Chad Huffman_WAS","Andrew Stevenson_WAS","Taylor Featherston_TB","Willy Adames_TB","Brett Eibner_LAD","Rene Rivera_NYM"
67.6832236842105,0,21.8231884057971,0,0,0,15.9403728294178,0,0,0,0,0,0,0,0,0,6.1112676056338,22.6019607843137,10.5771561771562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.25,4.89039548022599,0,0,6.46538319141059,20.4275058275058,10,2.49557032115172,0,0,0,0,0,0,0,0,0,15.664343786295,0,0,0,0,0,-9.07142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,69.4175245939144,0,2.78501400560224,0,0,0,0,0,13.8317104836092,0,0,-20.5833333333333,0,0,8.03162393162393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9160784313725,-11.2272727272727,0,0,0,0,0,0,0,16.994512195122,0,0,0,0,0,0,0,0,6.24358974358974,0,0,0,0,0,0,3.48,0,0,0,0,0,13.1862745098039,0,0,0,0,0,0,0,-5.69556025369979,12.7878787878788,0,0,0,0,0,20.2590725806452,5.05263157894737,0,0,0,0,0,0,4.23913043478261,0,0,3.93579931972789,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7095588235294,0,0,0,6.16071428571429,0,0,0
21.8231884057971,0,73.4317292644757,0,0,0,3.5034965034965,0,0,0,0,0,0,0,0,0,-0.766604010025063,-1.71996996996997,-3.95072463768116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17.1737373737374,0,0,15.7784765897973,23.2597789115646,10,1.43669985775249,0,0,0,0,0,0,0,0,0,11.6083743842365,0,0,0,0,0,24.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.78501400560224,0,64.8929451287794,0,0,0,0,0,11.6239242685026,0,0,-11.8,0,0,9.94206880076445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414117647058824,8.75,0,0,0,0,0,0,0,16.1759581881533,0,0,0,0,0,0,0,0,1.27272727272727,0,0,0,0,0,0,-6.52046783625731,0,0,0,0,0,-5.53508771929825,0,0,0,0,0,0,0,7.27431289640592,2.9645390070922,0,0,0,0,0,30.8336693548387,21.8051470588235,0,0,0,0,0,0,-1.15579710144928,0,0,1.17391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33625730994152,0,0,0,45.5,0,0,0
0,0,0,0,108.816297468354,0,0,0,0,0,4.18525021949078,0,0,5.73317683881064,0,0,0,0,0,0,5.27922077922078,0,0,22.4300480769231,0,0,0,0,8.39622641509434,0,0,0,-4.06833333333333,0,0,0,0,0,-1.00174216027875,0,0,0,0,0,0,0,2.49335106382979,0,0.714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65197740112994,-5,0,0,0,0,0,5.38888888888889,8.27777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.5833333333333,0
0,0,0,0,0,81.148653034729,0,7.61187214611872,29.933199195171,0,0,15.4320776255708,0,0,6.42383107088989,0,0,0,0,0,0,25.7156862745098,0,0,0,0,9.58571428571429,0,0,0,0,0,0,0,0,22.0714285714286,22.3478260869565,0,0,-2.36842105263158,0,0,0,12.7631802721088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2046783625731,43.474358974359,0,0,0,0,0,0,0,0,0,0,-5.14285714285714,0,0,0,0,0,4,0,18.8929378531073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.9403728294178,0,3.5034965034965,0,0,0,77.974558050645,0,0,0,0,0,0,0,0,0,5.59520578923564,14.2154589371981,-1.36866359447005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7.88983050847458,0,0,10.9843505477308,13.9204326923077,37.5,10.8886639676113,0,0,0,0,0,0,0,0,0,7.08710801393728,0,0,0,0,0,2.08333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7.61187214611872,0,115.751260504202,28.2589473684211,0,0,15.494019138756,0,0,-7.77009084556254,0,0,0,0,0,0,39.8783783783784,0,0,60,0,7.1625,0,0,0,0,0,0,0,0,15.7916666666667,1.76307692307692,0,0,25.9046941678521,0,0,0,15.1959361393324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.1679841897233,1.66666666666667,0,0,0,0,0,0,0,0,0,0,-13.7,0,0,0,0,0,0,0,29.585933368588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,29.933199195171,0,28.2589473684211,107.970026447252,0,0,5.98378378378378,0,0,19.065233785822,0,0,0,0,0,0,25.472268907563,0,0,37.5,0,53.8235294117647,0,0,0,0,0,0,0,0,17.3814229249012,17.2142857142857,0,0,15.065873015873,0,0,0,16.7470238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6261904761905,43.9,0,0,0,0,0,0,0,0,0,0,-37.7857142857143,0,0,0,0,0,-2,0,21.1335272342676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13.8317104836092,0,11.6239242685026,0,0,0,0,0,68.9591419816139,0,0,18.3333333333333,0,0,18.1399358460305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919642857142857,-4.98148148148148,0,0,0,0,0,0,0,-0.0708478513356562,0,0,0,0,0,0,0,0,9.28888888888889,0,0,0,0,0,0,-7.96666666666667,0,0,0,0,0,38.4669117647059,0,0,0,0,0,0,0,16.5856236786469,12.959595959596,0,0,0,0,0,10.7619047619048,22.7692307692308,0,0,0,0,0,0,-2.99285714285714,0,0,-6.44462901439646,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3947368421053,0,0,0,-6.17857142857143,0,0,0
