"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Clayton Kershaw","Amir Garrett","Willson Contreras","Anthony Rizzo","Cesar Hernandez","Maikel Franco","Asdrubal Cabrera","Kyle Schwarber","Josh Reddick","Aaron Altherr"
"2","Clayton Kershaw","Amir Garrett","Cameron Rupp","Anthony Rizzo","Cesar Hernandez","Mike Moustakas","Francisco Lindor","Kyle Schwarber","Jason Heyward","Michael Conforto"
"3","Clayton Kershaw","Amir Garrett","Willson Contreras","Tommy Joseph","Ben Zobrist","Kris Bryant","Asdrubal Cabrera","Kyle Schwarber","Jason Heyward","Michael Conforto"
"4","Clayton Kershaw","Luis Severino","Cameron Rupp","Jay Bruce","Cesar Hernandez","Maikel Franco","Jordy Mercer","Kyle Schwarber","Josh Reddick","Michael Conforto"
"5","Clayton Kershaw","Amir Garrett","Brian McCann","Rickie Weeks","Cesar Hernandez","Kris Bryant","Carlos Correa","Kyle Schwarber","Josh Reddick","Michael Conforto"
"6","Clayton Kershaw","Amir Garrett","Cameron Rupp","Anthony Rizzo","Javier Baez","Kris Bryant","Asdrubal Cabrera","Josh Reddick","Seth Smith","Michael Conforto"
"7","Clayton Kershaw","Luis Severino","Willson Contreras","Rickie Weeks","Cesar Hernandez","Kris Bryant","Jordy Mercer","Jason Heyward","Aaron Altherr","Michael Conforto"
"8","Clayton Kershaw","Amir Garrett","Cameron Rupp","Anthony Rizzo","Ben Zobrist","Kris Bryant","Tim Beckham","Kyle Schwarber","Aaron Altherr","Andrew Toles"
"9","Clayton Kershaw","Luis Severino","Cameron Rupp","Rickie Weeks","Ben Zobrist","Maikel Franco","Asdrubal Cabrera","Kyle Schwarber","Jason Heyward","Aaron Altherr"
"10","Clayton Kershaw","Amir Garrett","Brian McCann","Anthony Rizzo","Ben Zobrist","Mike Moustakas","Asdrubal Cabrera","Kyle Schwarber","Seth Smith","Steven Souza"
"11","Clayton Kershaw","Amir Garrett","Salvador Perez","Jay Bruce","Cesar Hernandez","Kris Bryant","Aledmys Diaz","Kyle Schwarber","Jason Heyward","Aaron Altherr"
"12","Clayton Kershaw","Amir Garrett","Brian McCann","Anthony Rizzo","Ben Zobrist","Maikel Franco","Aledmys Diaz","Jason Heyward","Aaron Altherr","Michael Conforto"
"13","Clayton Kershaw","Amir Garrett","Roberto Perez","Anthony Rizzo","Neil Walker","Kris Bryant","Freddy Galvis","Kyle Schwarber","Jason Heyward","Josh Reddick"
"14","Clayton Kershaw","Luis Severino","Willson Contreras","Rickie Weeks","Ben Zobrist","Mike Moustakas","Jordy Mercer","Kyle Schwarber","Josh Reddick","Steven Souza"
"15","Clayton Kershaw","Luis Severino","Willson Contreras","Jay Bruce","Javier Baez","Mike Moustakas","Asdrubal Cabrera","Kyle Schwarber","Aaron Altherr","Michael Conforto"
"16","Clayton Kershaw","Amir Garrett","Derek Norris","Anthony Rizzo","Cesar Hernandez","Kris Bryant","Adeiny Hechavarria","Kyle Schwarber","Andrew Benintendi","Seth Smith"
"17","Clayton Kershaw","Luis Severino","Cameron Rupp","Anthony Rizzo","Cesar Hernandez","Mike Moustakas","Jordy Mercer","Seth Smith","Aaron Altherr","Andrew Toles"
"18","Clayton Kershaw","Amir Garrett","Derek Norris","Tommy Joseph","Javier Baez","Kris Bryant","Francisco Lindor","Kyle Schwarber","Josh Reddick","Aaron Altherr"
"19","Clayton Kershaw","Luis Severino","Roberto Perez","Anthony Rizzo","Michael Martinez","Kris Bryant","Jordy Mercer","Kyle Schwarber","Michael Conforto","Andrew Toles"
